strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures,movement_per_source_m,mean_recovery_ray_m,mean_supplement_count,max_wall_s,guaranteed_clear_failures,b1plus_empty,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio
E11,20,260,True,True,0,qualified_runs_only,20,267.6214903153846,272.41977005934814,268.7856740641025,329.789923255,332.1674268075,336.9640460815,338.1632009,338.1632009,1,13542.396870687442,118.85,108.65,0.9,1041.7228362067262,31.49999999999998,4.9,3.5718444000012823,0,0,,,,,,,,
A,20,260,True,True,0,qualified_runs_only,20,263.3885615,268.6086387984114,265.1488030242424,318.5402762,322.845742265,331.312720853,333.4294655,333.4294655,1,13193.756498118395,122,110.3,0,1014.9043460091073,0.0,10.65,1.4154393000007985,0,0,20,20,0.65,-3.6587450982142826,14.870376146794921,17.298399166666684,52000405,0.15838961146222755
G,20,260,True,True,0,qualified_runs_only,20,283.39637469999997,289.1120374911164,280.3206710948718,346.30118865692305,353.77639579500004,366.221258919,369.33247470000003,369.33247470000003,1,14644.014355340096,116.9,105.85,0,1126.462642718469,0.0,3.1,1.2149924999994255,0,0,20,20,0.35,15.168855664285715,63.64810097230771,79.83702384615384,52000406,-0.5004720597571483
H,20,260,True,True,0,qualified_runs_only,20,266.5246904923077,272.0151302609747,264.55365015757576,329.86669059999997,332.779225785,340.83780195699995,342.852446,342.852446,1,13335.354882674921,124.25,111.5,0,1025.7965294365324,0.0,10.6,1.3799034000003303,0,0,20,20,0.45,0.8521063714285475,19.995739437500006,25.71263399999998,52000417,0.09406053520429808
