strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures,movement_per_source_m,mean_recovery_ray_m,mean_supplement_count,max_wall_s,guaranteed_clear_failures,b1plus_empty,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio
E11,20,258,True,True,0,qualified_runs_only,20,271.6834566124031,276.608430330711,270.40242330714284,324.24356717999996,332.19727974500006,361.2624225089999,368.5287082,368.5287082,1,13738.832951029386,116.6,105.25,1.4,1065.0258101573165,49.000000000000014,4.5,4.451171599999725,0,0,,,,,,,,
A,20,258,True,True,0,qualified_runs_only,20,260.8406537868217,265.4756837302256,256.38157456593405,304.48979554545457,310.691197665,343.567166173,351.7861583,351.7861583,1,12895.97216925126,122.6,108.15,0,999.6877650582372,0.0,10.85,1.6547286000004533,0,0,20,20,0.9,-9.644885291208809,11.120842506249987,13.83328499999999,52000518,0.35064186882170023
J,20,258,True,True,0,qualified_runs_only,20,256.46880940310075,261.25189060282383,253.77656869047618,301.9574670909091,307.858070145,336.66596354899997,343.8679369,343.8679369,1,12719.238206231705,117.95,106.15,1.4,985.987457847419,49.0,5.4,2.5083794000001944,0,0,20,20,0.9,-16.53467765624997,1.0910335374999993,9.395711000000006,52000510,0.42416566826424523
