sequence,request_id,action,x_m,y_m,channel,result,virtual_time_s
49,dc5361a6469f473099bf83071b1abbb1-49,measure,6.107925910747424e-14,997.5,2,no_signal,624.19069
50,dc5361a6469f473099bf83071b1abbb1-50,measure,6.107925910747424e-14,997.5,4,no_signal,630.19069
51,dc5361a6469f473099bf83071b1abbb1-51,measure,6.107925910747424e-14,997.5,5,no_signal,636.19069
52,dc5361a6469f473099bf83071b1abbb1-52,measure,6.107925910747424e-14,997.5,6,no_signal,642.19069
53,dc5361a6469f473099bf83071b1abbb1-53,measure,6.107925910747424e-14,997.5,9,no_signal,648.19069
54,dc5361a6469f473099bf83071b1abbb1-54,measure,6.107925910747424e-14,997.5,10,no_signal,654.19069
55,dc5361a6469f473099bf83071b1abbb1-55,measure,6.107925910747424e-14,997.5,11,no_signal,660.19069
56,dc5361a6469f473099bf83071b1abbb1-56,measure,6.107925910747424e-14,997.5,12,no_signal,666.19069
57,dc5361a6469f473099bf83071b1abbb1-57,measure,6.107925910747424e-14,997.5,13,no_signal,672.19069
58,dc5361a6469f473099bf83071b1abbb1-58,measure,6.107925910747424e-14,997.5,15,no_signal,678.19069
59,dc5361a6469f473099bf83071b1abbb1-59,measure,6.107925910747424e-14,997.5,16,no_signal,684.19069
60,dc5361a6469f473099bf83071b1abbb1-60,measure,6.107925910747424e-14,997.5,18,no_signal,690.19069
61,dc5361a6469f473099bf83071b1abbb1-61,measure,6.107925910747424e-14,997.5,20,no_signal,696.19069
62,dc5361a6469f473099bf83071b1abbb1-62,measure,6.107925910747424e-14,997.5,1,direction,702.19069
63,dc5361a6469f473099bf83071b1abbb1-63,measure,6.107925910747424e-14,997.5,3,direction,708.19069
64,dc5361a6469f473099bf83071b1abbb1-64,measure,-529.1411203324553,885.600813247949,7,no_signal,822.359401
65,dc5361a6469f473099bf83071b1abbb1-65,measure,-529.1411203324553,885.600813247949,17,direction,828.359401
66,dc5361a6469f473099bf83071b1abbb1-66,measure,-529.1411203324553,885.600813247949,19,direction,834.359401
67,dc5361a6469f473099bf83071b1abbb1-67,measure,-529.1411203324553,885.600813247949,3,direction,840.359401
68,dc5361a6469f473099bf83071b1abbb1-68,clear,-661.4264004155691,857.6260165599361,1,success,872.401579
69,dc5361a6469f473099bf83071b1abbb1-69,measure,-682.8322425781477,850.5869826016535,7,no_signal,882.908277
70,dc5361a6469f473099bf83071b1abbb1-70,measure,-747.0497690658832,829.4698807268056,17,direction,902.42837
71,dc5361a6469f473099bf83071b1abbb1-71,measure,-747.0497690658832,829.4698807268056,19,direction,908.42837
72,dc5361a6469f473099bf83071b1abbb1-72,clear,-768.4556112284617,822.430846768523,3,no_target_in_range,915.935068
73,dc5361a6469f473099bf83071b1abbb1-73,clear,-792.9814539155648,819.5215919039716,3,success,925.874626
74,dc5361a6469f473099bf83071b1abbb1-74,measure,-775.4529659791681,796.6850763698935,17,direction,937.632245
75,dc5361a6469f473099bf83071b1abbb1-75,measure,-775.4529659791681,796.6850763698935,19,direction,943.632245
76,dc5361a6469f473099bf83071b1abbb1-76,measure,-722.8675021699778,728.1755297676593,7,no_signal,966.905101
77,dc5361a6469f473099bf83071b1abbb1-77,measure,-705.3390142335811,705.3390142335812,2,no_signal,978.66272
78,dc5361a6469f473099bf83071b1abbb1-78,measure,-705.3390142335811,705.3390142335812,4,no_signal,984.66272
79,dc5361a6469f473099bf83071b1abbb1-79,measure,-705.3390142335811,705.3390142335812,5,direction,990.66272
80,dc5361a6469f473099bf83071b1abbb1-80,measure,-705.3390142335811,705.3390142335812,6,no_signal,996.66272
81,dc5361a6469f473099bf83071b1abbb1-81,measure,-705.3390142335811,705.3390142335812,9,no_signal,1002.66272
82,dc5361a6469f473099bf83071b1abbb1-82,measure,-705.3390142335811,705.3390142335812,10,no_signal,1008.66272
83,dc5361a6469f473099bf83071b1abbb1-83,measure,-705.3390142335811,705.3390142335812,11,no_signal,1014.66272
84,dc5361a6469f473099bf83071b1abbb1-84,measure,-705.3390142335811,705.3390142335812,12,no_signal,1020.66272
85,dc5361a6469f473099bf83071b1abbb1-85,measure,-705.3390142335811,705.3390142335812,13,no_signal,1026.66272
86,dc5361a6469f473099bf83071b1abbb1-86,measure,-705.3390142335811,705.3390142335812,15,no_signal,1032.66272
87,dc5361a6469f473099bf83071b1abbb1-87,measure,-705.3390142335811,705.3390142335812,16,no_signal,1038.66272
88,dc5361a6469f473099bf83071b1abbb1-88,measure,-705.3390142335811,705.3390142335812,18,direction,1044.66272
89,dc5361a6469f473099bf83071b1abbb1-89,measure,-705.3390142335811,705.3390142335812,20,no_signal,1050.66272
90,dc5361a6469f473099bf83071b1abbb1-90,measure,-705.3390142335811,705.3390142335812,7,no_signal,1056.66272
91,dc5361a6469f473099bf83071b1abbb1-91,measure,-705.3390142335811,705.3390142335812,17,direction,1062.66272
92,dc5361a6469f473099bf83071b1abbb1-92,measure,-705.3390142335811,705.3390142335812,19,direction,1068.66272
93,dc5361a6469f473099bf83071b1abbb1-93,clear,-705.3390142335811,705.3390142335812,5,no_target_in_range,1071.66272
94,dc5361a6469f473099bf83071b1abbb1-94,clear,-705.3390142335811,705.3390142335812,18,no_target_in_range,1074.66272
95,dc5361a6469f473099bf83071b1abbb1-95,measure,-763.7712113868649,564.2712113868649,17,direction,1111.200858
96,dc5361a6469f473099bf83071b1abbb1-96,measure,-822.2034085401486,423.20340854014876,7,no_signal,1147.738996
97,dc5361a6469f473099bf83071b1abbb1-97,measure,-939.0678028467162,141.0678028467163,5,direction,1214.815272
98,dc5361a6469f473099bf83071b1abbb1-98,measure,-939.0678028467162,141.0678028467163,18,direction,1220.815272
99,dc5361a6469f473099bf83071b1abbb1-99,measure,-997.5,1.2215851821494847e-13,2,no_signal,1257.35341
100,dc5361a6469f473099bf83071b1abbb1-100,measure,-997.5,1.2215851821494847e-13,4,no_signal,1263.35341
101,dc5361a6469f473099bf83071b1abbb1-101,measure,-997.5,1.2215851821494847e-13,6,no_signal,1269.35341
102,dc5361a6469f473099bf83071b1abbb1-102,measure,-997.5,1.2215851821494847e-13,9,no_signal,1275.35341
103,dc5361a6469f473099bf83071b1abbb1-103,measure,-997.5,1.2215851821494847e-13,10,no_signal,1281.35341
104,dc5361a6469f473099bf83071b1abbb1-104,measure,-997.5,1.2215851821494847e-13,11,no_signal,1287.35341
105,dc5361a6469f473099bf83071b1abbb1-105,measure,-997.5,1.2215851821494847e-13,12,no_signal,1293.35341
106,dc5361a6469f473099bf83071b1abbb1-106,measure,-997.5,1.2215851821494847e-13,13,direction,1299.35341
107,dc5361a6469f473099bf83071b1abbb1-107,measure,-997.5,1.2215851821494847e-13,15,no_signal,1305.35341
108,dc5361a6469f473099bf83071b1abbb1-108,measure,-997.5,1.2215851821494847e-13,16,no_signal,1311.35341
109,dc5361a6469f473099bf83071b1abbb1-109,measure,-997.5,1.2215851821494847e-13,20,no_signal,1317.35341
110,dc5361a6469f473099bf83071b1abbb1-110,measure,-997.5,1.2215851821494847e-13,17,direction,1323.35341
111,dc5361a6469f473099bf83071b1abbb1-111,measure,-997.5,1.2215851821494847e-13,19,direction,1329.35341
112,dc5361a6469f473099bf83071b1abbb1-112,measure,-997.5,1.2215851821494847e-13,5,direction,1335.35341
113,dc5361a6469f473099bf83071b1abbb1-113,measure,-997.5,1.2215851821494847e-13,18,direction,1341.35341
114,dc5361a6469f473099bf83071b1abbb1-114,clear,-997.5,1.2215851821494847e-13,13,no_target_in_range,1344.35341
115,dc5361a6469f473099bf83071b1abbb1-115,measure,-1150.279133005719,21.095346886144544,5,direction,1381.19914
116,dc5361a6469f473099bf83071b1abbb1-116,measure,-1150.279133005719,21.095346886144544,18,direction,1387.19914
117,dc5361a6469f473099bf83071b1abbb1-117,clear,-1188.4739162571486,26.369183607680647,17,success,1399.910573
118,dc5361a6469f473099bf83071b1abbb1-118,measure,-1237.5320549844869,24.465469977694703,5,direction,1415.729585
119,dc5361a6469f473099bf83071b1abbb1-119,measure,-1237.5320549844869,24.465469977694703,18,direction,1421.729585
120,dc5361a6469f473099bf83071b1abbb1-120,clear,-1249.7965896663213,23.989541570198217,19,success,1429.184338
121,dc5361a6469f473099bf83071b1abbb1-121,measure,-1497.0779537997928,14.39372494211902,5,direction,1484.677834
122,dc5361a6469f473099bf83071b1abbb1-122,measure,-1620.7186358665285,9.595816628079424,18,direction,1515.424582
123,dc5361a6469f473099bf83071b1abbb1-123,measure,-1868.0,2.2876402208072556e-13,2,no_signal,1570.918078
124,dc5361a6469f473099bf83071b1abbb1-124,measure,-1868.0,2.2876402208072556e-13,4,no_signal,1576.918078
125,dc5361a6469f473099bf83071b1abbb1-125,measure,-1868.0,2.2876402208072556e-13,6,no_signal,1582.918078
126,dc5361a6469f473099bf83071b1abbb1-126,measure,-1868.0,2.2876402208072556e-13,9,no_signal,1588.918078
127,dc5361a6469f473099bf83071b1abbb1-127,measure,-1868.0,2.2876402208072556e-13,10,no_signal,1594.918078
128,dc5361a6469f473099bf83071b1abbb1-128,measure,-1868.0,2.2876402208072556e-13,11,no_signal,1600.918078
129,dc5361a6469f473099bf83071b1abbb1-129,measure,-1868.0,2.2876402208072556e-13,12,no_signal,1606.918078
130,dc5361a6469f473099bf83071b1abbb1-130,measure,-1868.0,2.2876402208072556e-13,15,no_signal,1612.918078
131,dc5361a6469f473099bf83071b1abbb1-131,measure,-1868.0,2.2876402208072556e-13,16,no_signal,1618.918078
132,dc5361a6469f473099bf83071b1abbb1-132,measure,-1868.0,2.2876402208072556e-13,20,no_signal,1624.918078
133,dc5361a6469f473099bf83071b1abbb1-133,clear,-1615.4173352448588,618.187853359309,5,success,1763.477686
134,dc5361a6469f473099bf83071b1abbb1-134,measure,-1617.7354542693315,933.9999999999999,20,no_signal,1831.641817
135,dc5361a6469f473099bf83071b1abbb1-135,measure,-1617.7354542693315,933.9999999999999,2,no_signal,1837.641817
136,dc5361a6469f473099bf83071b1abbb1-136,measure,-1617.7354542693315,933.9999999999999,4,no_signal,1843.641817
137,dc5361a6469f473099bf83071b1abbb1-137,measure,-1617.7354542693315,933.9999999999999,6,no_signal,1849.641817
138,dc5361a6469f473099bf83071b1abbb1-138,measure,-1617.7354542693315,933.9999999999999,9,no_signal,1855.641817
139,dc5361a6469f473099bf83071b1abbb1-139,measure,-1617.7354542693315,933.9999999999999,10,no_signal,1861.641817
140,dc5361a6469f473099bf83071b1abbb1-140,measure,-1617.7354542693315,933.9999999999999,11,no_signal,1867.641817
141,dc5361a6469f473099bf83071b1abbb1-141,measure,-1617.7354542693315,933.9999999999999,12,no_signal,1873.641817
142,dc5361a6469f473099bf83071b1abbb1-142,measure,-1617.7354542693315,933.9999999999999,15,no_signal,1879.641817
143,dc5361a6469f473099bf83071b1abbb1-143,measure,-1617.7354542693315,933.9999999999999,16,no_signal,1885.641817
144,dc5361a6469f473099bf83071b1abbb1-144,measure,-1070.7470908538658,1480.9883634154653,7,no_signal,2046.353489
145,dc5361a6469f473099bf83071b1abbb1-145,measure,-933.9999999999995,1617.7354542693315,2,no_signal,2091.031407
146,dc5361a6469f473099bf83071b1abbb1-146,measure,-933.9999999999995,1617.7354542693315,4,no_signal,2097.031407
147,dc5361a6469f473099bf83071b1abbb1-147,measure,-933.9999999999995,1617.7354542693315,6,no_signal,2103.031407
148,dc5361a6469f473099bf83071b1abbb1-148,measure,-933.9999999999995,1617.7354542693315,9,no_signal,2109.031407
149,dc5361a6469f473099bf83071b1abbb1-149,measure,-933.9999999999995,1617.7354542693315,10,no_signal,2115.031407
150,dc5361a6469f473099bf83071b1abbb1-150,measure,-933.9999999999995,1617.7354542693315,11,no_signal,2121.031407
151,dc5361a6469f473099bf83071b1abbb1-151,measure,-933.9999999999995,1617.7354542693315,12,no_signal,2127.031407
152,dc5361a6469f473099bf83071b1abbb1-152,measure,-933.9999999999995,1617.7354542693315,15,no_signal,2133.031407
153,dc5361a6469f473099bf83071b1abbb1-153,measure,-933.9999999999995,1617.7354542693315,16,no_signal,2139.031407
154,dc5361a6469f473099bf83071b1abbb1-154,measure,-933.9999999999995,1617.7354542693315,20,no_signal,2145.031407
155,dc5361a6469f473099bf83071b1abbb1-155,measure,-933.9999999999995,1617.7354542693315,7,no_signal,2151.031407
156,dc5361a6469f473099bf83071b1abbb1-156,measure,-373.5999999999998,1767.8941817077325,7,direction,2272.065161
157,dc5361a6469f473099bf83071b1abbb1-157,measure,1.1438201104036278e-13,1868.0,2,no_signal,2355.420997
158,dc5361a6469f473099bf83071b1abbb1-158,measure,1.1438201104036278e-13,1868.0,4,no_signal,2361.420997
159,dc5361a6469f473099bf83071b1abbb1-159,measure,1.1438201104036278e-13,1868.0,6,no_signal,2367.420997
160,dc5361a6469f473099bf83071b1abbb1-160,measure,1.1438201104036278e-13,1868.0,9,no_signal,2373.420997
161,dc5361a6469f473099bf83071b1abbb1-161,measure,1.1438201104036278e-13,1868.0,10,no_signal,2379.420997
162,dc5361a6469f473099bf83071b1abbb1-162,measure,1.1438201104036278e-13,1868.0,11,no_signal,2385.420997
163,dc5361a6469f473099bf83071b1abbb1-163,measure,1.1438201104036278e-13,1868.0,12,no_signal,2391.420997
164,dc5361a6469f473099bf83071b1abbb1-164,measure,1.1438201104036278e-13,1868.0,15,no_signal,2397.420997
165,dc5361a6469f473099bf83071b1abbb1-165,measure,1.1438201104036278e-13,1868.0,16,no_signal,2403.420997
166,dc5361a6469f473099bf83071b1abbb1-166,measure,1.1438201104036278e-13,1868.0,20,no_signal,2409.420997
167,dc5361a6469f473099bf83071b1abbb1-167,clear,-374.0095878058532,1056.7216968261303,7,success,2593.088919
168,dc5361a6469f473099bf83071b1abbb1-168,measure,672.3980824388295,1505.5327027806911,8,direction,2826.808073
169,dc5361a6469f473099bf83071b1abbb1-169,measure,934.0000000000002,1617.7354542693313,2,no_signal,2889.737862
170,dc5361a6469f473099bf83071b1abbb1-170,measure,934.0000000000002,1617.7354542693313,4,no_signal,2895.737862
171,dc5361a6469f473099bf83071b1abbb1-171,measure,934.0000000000002,1617.7354542693313,6,no_signal,2901.737862
172,dc5361a6469f473099bf83071b1abbb1-172,measure,934.0000000000002,1617.7354542693313,9,no_signal,2907.737862
173,dc5361a6469f473099bf83071b1abbb1-173,measure,934.0000000000002,1617.7354542693313,10,no_signal,2913.737862
174,dc5361a6469f473099bf83071b1abbb1-174,measure,934.0000000000002,1617.7354542693313,11,no_signal,2919.737862
175,dc5361a6469f473099bf83071b1abbb1-175,measure,934.0000000000002,1617.7354542693313,12,no_signal,2925.737862
176,dc5361a6469f473099bf83071b1abbb1-176,measure,934.0000000000002,1617.7354542693313,15,no_signal,2931.737862
177,dc5361a6469f473099bf83071b1abbb1-177,measure,934.0000000000002,1617.7354542693313,16,no_signal,2937.737862
178,dc5361a6469f473099bf83071b1abbb1-178,measure,934.0000000000002,1617.7354542693313,20,no_signal,2943.737862
179,dc5361a6469f473099bf83071b1abbb1-179,measure,1480.9883634154653,1070.7470908538662,8,direction,3104.449534
180,dc5361a6469f473099bf83071b1abbb1-180,measure,1617.7354542693315,933.9999999999999,2,no_signal,3149.127452
181,dc5361a6469f473099bf83071b1abbb1-181,measure,1617.7354542693315,933.9999999999999,4,no_signal,3155.127452
182,dc5361a6469f473099bf83071b1abbb1-182,measure,1617.7354542693315,933.9999999999999,6,no_signal,3161.127452
183,dc5361a6469f473099bf83071b1abbb1-183,measure,1617.7354542693315,933.9999999999999,9,no_signal,3167.127452
184,dc5361a6469f473099bf83071b1abbb1-184,measure,1617.7354542693315,933.9999999999999,10,no_signal,3173.127452
185,dc5361a6469f473099bf83071b1abbb1-185,measure,1617.7354542693315,933.9999999999999,11,no_signal,3179.127452
186,dc5361a6469f473099bf83071b1abbb1-186,measure,1617.7354542693315,933.9999999999999,12,no_signal,3185.127452
187,dc5361a6469f473099bf83071b1abbb1-187,measure,1617.7354542693315,933.9999999999999,15,no_signal,3191.127452
188,dc5361a6469f473099bf83071b1abbb1-188,measure,1617.7354542693315,933.9999999999999,16,no_signal,3197.127452
189,dc5361a6469f473099bf83071b1abbb1-189,measure,1617.7354542693315,933.9999999999999,20,no_signal,3203.127452
190,dc5361a6469f473099bf83071b1abbb1-190,clear,1473.9756142198712,690.0960728958786,8,success,3264.751128
191,dc5361a6469f473099bf83071b1abbb1-191,measure,1868.0,0.0,20,direction,3428.683542
192,dc5361a6469f473099bf83071b1abbb1-192,measure,1868.0,0.0,2,no_signal,3434.683542
193,dc5361a6469f473099bf83071b1abbb1-193,measure,1868.0,0.0,4,no_signal,3440.683542
194,dc5361a6469f473099bf83071b1abbb1-194,measure,1868.0,0.0,6,no_signal,3446.683542
195,dc5361a6469f473099bf83071b1abbb1-195,measure,1868.0,0.0,9,no_signal,3452.683542
196,dc5361a6469f473099bf83071b1abbb1-196,measure,1868.0,0.0,10,no_signal,3458.683542
197,dc5361a6469f473099bf83071b1abbb1-197,measure,1868.0,0.0,11,no_signal,3464.683542
198,dc5361a6469f473099bf83071b1abbb1-198,measure,1868.0,0.0,12,no_signal,3470.683542
199,dc5361a6469f473099bf83071b1abbb1-199,measure,1868.0,0.0,15,no_signal,3476.683542
200,dc5361a6469f473099bf83071b1abbb1-200,measure,1868.0,0.0,16,no_signal,3482.683542
201,dc5361a6469f473099bf83071b1abbb1-201,measure,1171.6,0.0,14,direction,3627.963542
202,dc5361a6469f473099bf83071b1abbb1-202,measure,1171.6,0.0,20,direction,3633.963542
203,dc5361a6469f473099bf83071b1abbb1-203,measure,997.5,0.0,2,no_signal,3674.783542
204,dc5361a6469f473099bf83071b1abbb1-204,measure,997.5,0.0,4,no_signal,3680.783542
205,dc5361a6469f473099bf83071b1abbb1-205,measure,997.5,0.0,6,no_signal,3686.783542
206,dc5361a6469f473099bf83071b1abbb1-206,measure,997.5,0.0,9,no_signal,3692.783542
207,dc5361a6469f473099bf83071b1abbb1-207,measure,997.5,0.0,10,no_signal,3698.783542
208,dc5361a6469f473099bf83071b1abbb1-208,measure,997.5,0.0,11,no_signal,3704.783542
209,dc5361a6469f473099bf83071b1abbb1-209,measure,997.5,0.0,12,no_signal,3710.783542
210,dc5361a6469f473099bf83071b1abbb1-210,measure,997.5,0.0,15,no_signal,3716.783542
211,dc5361a6469f473099bf83071b1abbb1-211,measure,997.5,0.0,16,no_signal,3722.783542
212,dc5361a6469f473099bf83071b1abbb1-212,measure,997.5,0.0,20,direction,3728.783542
213,dc5361a6469f473099bf83071b1abbb1-213,measure,814.806531385387,-353.52665083072543,20,direction,3813.371982
214,dc5361a6469f473099bf83071b1abbb1-214,clear,769.1331642317336,-441.9083135384068,14,success,3838.269092
215,dc5361a6469f473099bf83071b1abbb1-215,measure,756.3743342321031,-494.5944536774417,20,direction,3854.110895
216,dc5361a6469f473099bf83071b1abbb1-216,measure,705.339014233581,-705.3390142335813,2,direction,3903.478106
217,dc5361a6469f473099bf83071b1abbb1-217,measure,705.339014233581,-705.3390142335813,4,no_signal,3909.478106
218,dc5361a6469f473099bf83071b1abbb1-218,measure,705.339014233581,-705.3390142335813,6,no_signal,3915.478106
219,dc5361a6469f473099bf83071b1abbb1-219,measure,705.339014233581,-705.3390142335813,9,no_signal,3921.478106
220,dc5361a6469f473099bf83071b1abbb1-220,measure,705.339014233581,-705.3390142335813,10,no_signal,3927.478106
221,dc5361a6469f473099bf83071b1abbb1-221,measure,705.339014233581,-705.3390142335813,11,no_signal,3933.478106
222,dc5361a6469f473099bf83071b1abbb1-222,measure,705.339014233581,-705.3390142335813,12,no_signal,3939.478106
223,dc5361a6469f473099bf83071b1abbb1-223,measure,705.339014233581,-705.3390142335813,15,no_signal,3945.478106
224,dc5361a6469f473099bf83071b1abbb1-224,measure,705.339014233581,-705.3390142335813,16,no_signal,3951.478106
225,dc5361a6469f473099bf83071b1abbb1-225,clear,705.339014233581,-705.3390142335813,2,no_target_in_range,3954.478106
226,dc5361a6469f473099bf83071b1abbb1-226,measure,992.8943522278187,-792.247522815461,2,direction,4020.558439
227,dc5361a6469f473099bf83071b1abbb1-227,clear,1064.783186726378,-813.974649960931,20,success,4040.578522
228,dc5361a6469f473099bf83071b1abbb1-228,measure,1507.1450007607402,-909.9949299921868,2,direction,4136.111139
229,dc5361a6469f473099bf83071b1abbb1-229,measure,1617.7354542693308,-934.0000000000008,4,no_signal,4164.744293
230,dc5361a6469f473099bf83071b1abbb1-230,measure,1617.7354542693308,-934.0000000000008,6,no_signal,4170.744293
231,dc5361a6469f473099bf83071b1abbb1-231,measure,1617.7354542693308,-934.0000000000008,9,no_signal,4176.744293
232,dc5361a6469f473099bf83071b1abbb1-232,measure,1617.7354542693308,-934.0000000000008,10,no_signal,4182.744293
233,dc5361a6469f473099bf83071b1abbb1-233,measure,1617.7354542693308,-934.0000000000008,11,no_signal,4188.744293
234,dc5361a6469f473099bf83071b1abbb1-234,measure,1617.7354542693308,-934.0000000000008,12,no_signal,4194.744293
235,dc5361a6469f473099bf83071b1abbb1-235,measure,1617.7354542693308,-934.0000000000008,15,no_signal,4200.744293
236,dc5361a6469f473099bf83071b1abbb1-236,measure,1617.7354542693308,-934.0000000000008,16,no_signal,4206.744293
237,dc5361a6469f473099bf83071b1abbb1-237,measure,934.0000000000002,-1617.7354542693313,16,no_signal,4405.133884
238,dc5361a6469f473099bf83071b1abbb1-238,measure,934.0000000000002,-1617.7354542693313,4,no_signal,4411.133884
239,dc5361a6469f473099bf83071b1abbb1-239,measure,934.0000000000002,-1617.7354542693313,6,no_signal,4417.133884
240,dc5361a6469f473099bf83071b1abbb1-240,measure,934.0000000000002,-1617.7354542693313,9,no_signal,4423.133884
241,dc5361a6469f473099bf83071b1abbb1-241,measure,934.0000000000002,-1617.7354542693313,10,no_signal,4429.133884
242,dc5361a6469f473099bf83071b1abbb1-242,measure,934.0000000000002,-1617.7354542693313,11,no_signal,4435.133884
243,dc5361a6469f473099bf83071b1abbb1-243,measure,934.0000000000002,-1617.7354542693313,12,no_signal,4441.133884
244,dc5361a6469f473099bf83071b1abbb1-244,measure,934.0000000000002,-1617.7354542693313,15,no_signal,4447.133884
245,dc5361a6469f473099bf83071b1abbb1-245,clear,696.5860869123067,-1125.7040542259233,2,success,4561.396918
246,dc5361a6469f473099bf83071b1abbb1-246,measure,278.63443476492256,-1048.7816216903693,13,no_signal,4652.391187
247,dc5361a6469f473099bf83071b1abbb1-247,measure,-1.832377773224227e-13,-997.5,4,no_signal,4715.054033
248,dc5361a6469f473099bf83071b1abbb1-248,measure,-1.832377773224227e-13,-997.5,6,no_signal,4721.054033
249,dc5361a6469f473099bf83071b1abbb1-249,measure,-1.832377773224227e-13,-997.5,9,no_signal,4727.054033
250,dc5361a6469f473099bf83071b1abbb1-250,measure,-1.832377773224227e-13,-997.5,10,no_signal,4733.054033
251,dc5361a6469f473099bf83071b1abbb1-251,measure,-1.832377773224227e-13,-997.5,11,no_signal,4739.054033
252,dc5361a6469f473099bf83071b1abbb1-252,measure,-1.832377773224227e-13,-997.5,12,no_signal,4745.054033
