strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures,movement_per_source_m,mean_recovery_ray_m,mean_supplement_count,max_wall_s,guaranteed_clear_failures,b1plus_empty,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio
E11,20,258,True,True,0,qualified_runs_only,20,265.0515913294574,269.60601075354145,262.4068236,329.7655667590909,334.112994285,356.4178510169999,361.99406519999997,361.99406519999997,1,13279.07764094475,117.55,106.6,1.5,1029.385863639128,52.49999999999998,4.6,3.803425400000151,0,0,,,,,,,,
O,20,258,True,True,0,qualified_runs_only,20,247.61826035658913,252.11496665457418,238.89674450240386,302.6444211936364,310.85214255,321.17233835,323.7523873,323.7523873,1,12239.877793027104,114.75,103.7,1.45,948.827735893574,50.75000000000001,6.2,2.0275219000000106,0,0,20,20,0.9,-13.810287541666682,0.8394487783217214,12.006708384615365,52001204,0.49127802537330184
P,20,258,True,True,0,qualified_runs_only,20,254.34000847286822,258.8744908643051,253.85145855448718,306.4673785845455,313.29879859000005,320.385970198,322.1577631,322.1577631,1,13158.180546270614,97.45,92.05,1.85,1020.0139958349313,64.75,8.85,0.5733367000000271,0,0,20,20,0.7,-12.856489811188808,13.133906402564115,23.166357384615367,52001204,0.0571536707437871
