strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures,movement_per_source_m,mean_recovery_ray_m,mean_supplement_count,max_wall_s,guaranteed_clear_failures,b1plus_empty,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio
E11,20,262,True,True,0,qualified_runs_only,20,273.71063737786255,278.0109110845729,283.9127338071429,329.6455102127273,334.023362255,334.939433651,335.1684515,335.1684515,1,14084.046748205856,118.3,107.15,1.55,1075.1180723821265,54.25000000000002,4.75,3.953902599999992,0,0,,,,,,,,
M,20,262,True,True,0,qualified_runs_only,20,259.77006165648856,263.86065073266127,262.407165069697,319.91123954469697,327.15702118916664,329.8145147978333,330.4788882,330.4788882,1,13140.439038747365,119.35,107.7,1.65,1003.0869495226997,57.75000000000001,6.15,1.9283071000000973,0,0,20,20,0.85,-12.696515861538444,6.557979570833329,18.65199074999998,52001014,0.3730636140860159
N,20,262,True,True,0,qualified_runs_only,20,258.5325689160305,262.798803856947,264.8929712030303,319.91123954469697,327.15702118916664,329.8145147978333,330.4788882,330.4788882,1,13080.883263792064,118.75,106.55,1.6,998.5407071596995,56.00000000000001,6.3,1.5596797000000606,0,0,20,20,0.85,-12.696515861538444,5.233905670833347,18.65199074999998,52001014,0.39660951395712685
