sequence,request_id,action,x_m,y_m,channel,result,virtual_time_s
110,788e7f22e1c3495da72900daf0d15464-110,measure,-1267.5007724337668,328.29089874851456,18,direction,2337.398352
111,788e7f22e1c3495da72900daf0d15464-111,clear,-1275.3953328970858,335.7533424275095,11,success,2344.57102
112,788e7f22e1c3495da72900daf0d15464-112,clear,-1622.1780207929608,468.61421552442886,18,no_target_in_range,2421.843557
113,788e7f22e1c3495da72900daf0d15464-113,measure,-1622.1780207929608,468.61421552442886,18,direction,2426.843557
114,788e7f22e1c3495da72900daf0d15464-114,clear,-1651.1224068797223,488.29218579731224,18,success,2438.843557
115,788e7f22e1c3495da72900daf0d15464-115,measure,-865.630220724445,726.3499989457896,20,no_signal,2608.998301
116,788e7f22e1c3495da72900daf0d15464-116,measure,-865.630220724445,726.3499989457896,19,no_signal,2614.998301
117,788e7f22e1c3495da72900daf0d15464-117,measure,-865.630220724445,726.3499989457896,15,no_signal,2620.998301
118,788e7f22e1c3495da72900daf0d15464-118,measure,-865.630220724445,726.3499989457896,14,no_signal,2626.998301
119,788e7f22e1c3495da72900daf0d15464-119,measure,-865.630220724445,726.3499989457896,13,no_signal,2632.998301
120,788e7f22e1c3495da72900daf0d15464-120,measure,-865.630220724445,726.3499989457896,12,no_signal,2638.998301
121,788e7f22e1c3495da72900daf0d15464-121,measure,-865.630220724445,726.3499989457896,9,no_signal,2644.998301
122,788e7f22e1c3495da72900daf0d15464-122,measure,-865.630220724445,726.3499989457896,8,no_signal,2650.998301
123,788e7f22e1c3495da72900daf0d15464-123,measure,-865.630220724445,726.3499989457896,5,no_signal,2656.998301
124,788e7f22e1c3495da72900daf0d15464-124,measure,-865.630220724445,726.3499989457896,3,no_signal,2662.998301
125,788e7f22e1c3495da72900daf0d15464-125,measure,-865.630220724445,726.3499989457896,2,no_signal,2668.998301
126,788e7f22e1c3495da72900daf0d15464-126,measure,196.22244076363137,1112.8327609037951,2,no_signal,2899.998301
127,788e7f22e1c3495da72900daf0d15464-127,measure,196.22244076363137,1112.8327609037951,3,no_signal,2905.998301
128,788e7f22e1c3495da72900daf0d15464-128,measure,196.22244076363137,1112.8327609037951,5,no_signal,2911.998301
129,788e7f22e1c3495da72900daf0d15464-129,measure,196.22244076363137,1112.8327609037951,8,no_signal,2917.998301
130,788e7f22e1c3495da72900daf0d15464-130,measure,196.22244076363137,1112.8327609037951,9,no_signal,2923.998301
131,788e7f22e1c3495da72900daf0d15464-131,measure,196.22244076363137,1112.8327609037951,12,no_signal,2929.998301
132,788e7f22e1c3495da72900daf0d15464-132,measure,196.22244076363137,1112.8327609037951,13,no_signal,2935.998301
133,788e7f22e1c3495da72900daf0d15464-133,measure,196.22244076363137,1112.8327609037951,14,no_signal,2941.998301
134,788e7f22e1c3495da72900daf0d15464-134,measure,196.22244076363137,1112.8327609037951,15,no_signal,2947.998301
135,788e7f22e1c3495da72900daf0d15464-135,measure,196.22244076363137,1112.8327609037951,19,direction,2953.998301
136,788e7f22e1c3495da72900daf0d15464-136,measure,196.22244076363137,1112.8327609037951,20,no_signal,2959.998301
137,788e7f22e1c3495da72900daf0d15464-137,measure,-60.09970870868898,1301.183592372406,19,direction,3029.614991
138,788e7f22e1c3495da72900daf0d15464-138,measure,-264.93033048428606,1669.2650072797317,19,direction,3118.86213
139,788e7f22e1c3495da72900daf0d15464-139,clear,-221.2174074891602,1672.2934081735284,19,success,3132.62567
