strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures,movement_per_source_m,mean_recovery_ray_m,mean_supplement_count,max_wall_s,guaranteed_clear_failures,b1plus_empty,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio
E11,20,259,True,True,0,qualified_runs_only,20,267.639007027027,273.19407996531925,259.2821502151515,324.7221280300001,337.38627452409094,350.5929134502727,353.8945731818182,353.8945731818182,1,13656.125704752274,112.75,102.45,1.25,1054.527081448052,43.75000000000001,4.8,4.221110099999976,0,0,,,,,,,,
J,20,259,True,True,0,qualified_runs_only,20,253.99415766023165,259.34847003888905,253.62273523076922,312.26712459000004,317.97066458,323.941584516,325.43431449999997,325.43431449999997,1,12700.371708672546,115.25,103.8,1.45,980.7236840673781,50.749999999999986,5.2,1.3501380000000154,0,0,20,20,0.85,-10.645874533333355,8.081024741794879,17.284101769230773,52000805,0.40238806091089374
M,20,259,True,True,0,qualified_runs_only,20,250.10458013127413,255.17610161167602,248.98143833894233,311.17955109999997,311.32899138000005,313.124953156,313.5739436,313.5739436,1,12409.771563497286,116.4,105.65,1.5,958.2835184167789,52.50000000000001,4.8,1.2611243000000059,0,0,20,20,0.85,-16.451932808333353,7.080167140865407,11.865369692307695,52000805,0.5247354739451396
