seed,strategy,N,k0,activity_group,chosen_template,qualified_pair,delta_time_per_source_s,delta_total_s,baseline_clear_failures,candidate_clear_failures,movement_gain_m,hindsight_gap_m,regret_capture_ratio,delta_movement_m,delta_measurements,delta_switches,delta_clear_attempts,delta_clear_failures,delta_movement_s,delta_measurement_s,delta_switch_s,delta_clear_success_s,delta_clear_failure_s
52000802,J,10,5,10+,6,True,-11.734495400000014,-117.34495400000014,0,0,641.7247680102537,1967.1242856244953,0.32622482102422307,-641.7247680102537,2,1,0,0,-128.34495360205165,10.0,1.0,0.0,0.0
52000802,M,10,5,10+,6,True,-12.235465400000066,-122.35465400000021,0,0,666.773265947204,1967.1242856244953,0.33895838245702203,-666.773265947204,2,1,0,0,-133.3546531894417,10.0,1.0,0.0,0.0
52000803,J,11,9,10+,6,True,-3.4460142727272682,-37.906156999999894,1,1,279.53078408913643,1221.844319063899,0.22877774175297183,-279.53078408913643,3,3,0,0,-55.90615681782765,15.0,3.0,0.0,0.0
52000803,M,11,9,10+,6,True,-6.590063909090873,-72.49070299999994,1,1,682.4535160452615,1221.844319063899,0.5585437566777041,-682.4535160452615,10,14,0,0,-136.49070320905184,50.0,14.0,0.0,0.0
52000801,J,16,8,10+,6,True,-7.599778187500021,-121.59645100000034,0,2,1162.982252840673,3114.1683944540455,0.3734487367195052,-1162.982252840673,18,15,2,2,-232.59645056813451,90.0,15.0,0.0,6.0
52000801,M,16,8,10+,6,True,-24.8995720625,-398.393153,0,4,2411.965763725173,3114.1683944540455,0.7745135966380592,-2411.965763725173,12,12,4,4,-482.39315274503406,60.0,12.0,0.0,12.0
52000800,J,15,8,10+,6,True,-18.703538999999978,-280.553085,1,1,1537.7654230918633,3285.3550667274085,0.4680667361240971,-1537.7654230918633,5,2,0,0,-307.5530846183733,25.0,2.0,0.0,0.0
52000800,M,15,8,10+,6,True,-19.466827533333344,-292.00241300000016,1,1,1535.0120666034,3285.3550667274085,0.4672286664383124,-1535.0120666034,3,0,0,0,-307.0024133206798,15.0,0.0,0.0,0.0
52000804,J,12,5,10+,6,True,-25.591024333333394,-307.09229200000027,1,2,1225.4614619413478,3010.757888313001,0.40702756827384845,-1225.4614619413478,-11,-10,1,1,-245.09229238826947,-55.0,-10.0,0.0,3.0
52000804,M,12,5,10+,6,True,-38.903980500000046,-466.8477660000003,1,1,2269.238832113946,3010.757888313001,0.753710167437427,-2269.238832113946,-2,-3,0,0,-453.84776642278894,-10.0,-3.0,0.0,0.0
52000805,J,13,9,10+,6,True,17.284101769230773,224.69332299999996,0,1,-943.466614579278,1227.5651023547962,-0.7685674778221198,943.466614579278,6,3,1,1,188.69332291585624,30.0,3.0,0.0,3.0
52000805,M,13,9,10+,6,True,11.865369692307695,154.2498059999998,0,2,-406.2490287620076,1227.5651023547962,-0.3309388870559402,406.2490287620076,12,7,2,2,81.24980575240352,60.0,7.0,0.0,6.0
52000806,J,14,8,10+,6,True,-19.406435571428574,-271.69009800000003,2,3,1398.4504899332787,2533.731668574612,0.5519331455962729,-1398.4504899332787,1,0,1,1,-279.6900979866555,5.0,0.0,0.0,3.0
52000806,M,14,8,10+,6,True,-8.982595571428561,-125.75633799999969,2,3,678.7816886543551,2533.731668574612,0.267898016618395,-678.7816886543551,1,2,1,1,-135.75633773087065,5.0,2.0,0.0,3.0
52000807,J,15,10,10+,6,True,-10.208646866666669,-153.12970300000006,1,0,750.6485160671764,2453.7248028567956,0.30592204765311076,-750.6485160671764,0,0,-1,-1,-150.12970321343482,0.0,0.0,0.0,-3.0
52000807,M,15,10,10+,6,True,6.42828506666666,96.42427599999974,1,1,-232.12137554831133,2453.7248028567956,-0.09459959620494508,232.12137554831133,9,5,0,0,46.42427510966127,45.0,5.0,0.0,0.0
52000809,J,10,5,10+,6,True,-3.7144850999999903,-37.14485100000002,0,1,200.72425492310322,748.803883522949,0.2680598476315882,-200.72425492310322,0,0,1,1,-40.144850984620916,0.0,0.0,0.0,3.0
52000809,M,10,5,10+,6,True,-7.718382399999996,-77.18382400000019,0,3,285.91911994799557,748.803883522949,0.38183445123549875,-285.91911994799557,-5,-4,3,3,-57.183823989599205,-25.0,-4.0,0.0,9.0
52000808,J,16,7,10+,6,True,1.913260062500001,30.612161000000015,3,3,46.93919395170997,2344.939690891717,0.020017228645168382,-46.93919395170997,7,5,0,0,-9.387838790341902,35.0,5.0,0.0,0.0
52000808,M,16,7,10+,6,True,6.828314375000019,109.25303000000031,3,3,-46.26515122569981,2344.939690891717,-0.0197297829899013,46.26515122569981,17,15,0,0,9.253030245140053,85.0,15.0,0.0,0.0
52000810,J,11,3,10+,6,True,-48.5632894545455,-534.1961840000004,0,1,2815.9809182751414,3620.350208041569,0.7778200329957715,-2815.9809182751414,4,6,1,1,-563.1961836550277,20.0,6.0,0.0,3.0
52000810,M,11,3,10+,6,True,-48.460028909090965,-533.0603180000003,0,1,2820.301586844178,3620.350208041569,0.7790134723927225,-2820.301586844178,4,8,1,1,-564.0603173688355,20.0,8.0,0.0,3.0
