strategy,dimension,value,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio,E11_runs,E11_sources,E11_all_cleared,E11_qualified,E11_failed_runs,E11_performance_population,E11_performance_runs,E11_weighted_time_per_source_s,E11_mean_time_per_source_s,E11_median,E11_P90,E11_P95,E11_P99,E11_max,E11_CVaR95,E11_tail_count,E11_mean_movement_m,E11_mean_measurements,E11_mean_switches,E11_mean_clear_failures,E11_movement_per_source_m,E11_mean_recovery_ray_m,E11_mean_supplement_count,E11_max_wall_s,E11_guaranteed_clear_failures,E11_b1plus_empty,E13_runs,E13_sources,E13_all_cleared,E13_qualified,E13_failed_runs,E13_performance_population,E13_performance_runs,E13_weighted_time_per_source_s,E13_mean_time_per_source_s,E13_median,E13_P90,E13_P95,E13_P99,E13_max,E13_CVaR95,E13_tail_count,E13_mean_movement_m,E13_mean_measurements,E13_mean_switches,E13_mean_clear_failures,E13_movement_per_source_m,E13_mean_recovery_ray_m,E13_mean_supplement_count,E13_max_wall_s,E13_guaranteed_clear_failures,E13_b1plus_empty
J,N,10,2,2,1.0,-24.464074649999986,-7.337976764999979,-5.435076999999978,52000606,0.58062336392996,2,20,True,True,0,qualified_runs_only,2,306.6117502,306.61175019999996,306.61175019999996,327.76266068,330.40652449,332.521615538,333.0503883,333.0503883,1,11305.58750922772,127,118.5,0.5,1130.558750922772,17.5,3,1.5138595000007626,0,0,2,20,True,True,0,qualified_runs_only,2,282.14767555,282.14767555000003,282.14767555000003,288.07538791,288.816351955,289.409123191,289.557316,289.557316,1,10147.383777716448,125,117,0,1014.7383777716448,0.0,4.5,0.7091909999999189,0,0
J,N,11,3,3,0.6666666666666666,-6.888052000000073,1.400846463636361,2.3218351818181873,52000614,0.30634490337845544,3,33,True,True,0,qualified_runs_only,3,315.1438966060606,315.1438966060606,310.8436854545455,323.7038858909091,325.3114109454545,326.59743098909087,326.918936,326.918936,1,13464.580979161572,121,112.66666666666667,0.3333333333333333,1224.0528162874157,11.666666666666666,5.333333333333333,2.220826400000078,0,0,3,33,True,True,0,qualified_runs_only,3,302.3241778181818,302.3241778181818,303.9556334545454,308.7838495272727,309.38737653636366,309.8701981436364,309.99090354545456,309.99090354545456,1,12651.163113782794,124.33333333333333,117.66666666666667,0.3333333333333333,1150.1057376166175,11.666666666666698,5.666666666666667,0.9295545000004495,0,0
J,N,12,3,3,1.0,-9.066160999999965,-5.80494222499998,-5.442584583333314,52000601,0.35903787737635623,3,36,True,True,0,qualified_runs_only,3,287.01661666666666,287.01661666666666,288.716204,305.55383259999996,307.658536175,309.342299035,309.76323974999997,309.76323974999997,1,13419.33033288526,118,108.33333333333333,0.6666666666666666,1118.2775277404382,23.33333333333333,4.666666666666667,2.0990117999990616,0,0,3,36,True,True,0,qualified_runs_only,3,275.40194433333335,275.40194433333335,268.38093258333333,294.2338495166667,297.46546413333334,300.05075582666666,300.69707875,300.69707875,1,12704.116659357162,118.33333333333333,108.33333333333333,1.3333333333333333,1058.6763882797634,46.66666666666667,6.333333333333333,0.9622040999984165,0,0
J,N,13,3,3,1.0,-5.597664000000009,-4.285843384615356,-4.140085538461506,52000609,0.34433531083796365,3,39,True,True,0,qualified_runs_only,3,251.08269894871793,251.08269894871793,259.4577642307692,260.9733418923077,261.1627891,261.3143468661538,261.3522363076923,261.3522363076923,1,12730.375430692842,110.66666666666667,98.66666666666667,0.3333333333333333,979.2596485148339,11.666666666666671,4,3.3599011999995128,0,0,3,39,True,True,0,qualified_runs_only,3,242.46998135897434,242.46998135897437,243.357361,254.44119281538462,255.8266717923077,256.93505497384615,257.2121507692308,257.2121507692308,1,12105.548788518665,112.33333333333333,99.33333333333333,1.6666666666666667,931.1960606552818,58.333333333333336,4.333333333333333,0.9566049999993993,0,0
J,N,14,3,3,0.6666666666666666,-22.08696642857143,-1.2387458785714252,1.0777230714285793,52000603,0.31756744925297686,3,42,True,True,0,qualified_runs_only,3,271.81045738095236,271.81045738095236,272.17807685714286,280.40679245714284,281.4353819071428,282.2582534671428,282.46397135714284,282.46397135714284,1,15255.065350123365,115.33333333333333,102.66666666666667,1.6666666666666667,1089.647525008812,58.33333333333335,5.333333333333333,3.291506499999741,0,0,3,42,True,True,0,qualified_runs_only,3,255.9484089285714,255.94840892857144,255.88706935714285,260.6710514714286,261.2690492357143,261.74744744714286,261.867047,261.867047,1,14076.388625160998,116.33333333333333,107.33333333333333,3,1005.4563303686429,105.00000000000003,6.333333333333333,1.104000499999529,0,0
J,N,15,3,3,0.6666666666666666,-11.11263393333337,15.481619726666686,18.436536800000027,52000618,0.04248672118272867,3,45,True,True,0,qualified_runs_only,3,243.75308922222223,243.75308922222223,254.9240134,262.64945868,263.61513934000004,264.387683868,264.58082,264.58082,1,14103.14835681708,128,116.66666666666667,1.3333333333333333,940.2098904544721,46.66666666666665,4.666666666666667,3.0856745000000956,0,0,3,45,True,True,0,qualified_runs_only,3,239.92818971111112,239.92818971111112,236.12541199999998,249.99963125333332,251.73390865999997,253.1213305853333,253.46818606666665,253.46818606666665,1,13989.614227320326,122.33333333333333,112.33333333333333,0.6666666666666666,932.6409484880216,23.333333333333314,6.666666666666667,1.1899230999988504,0,0
J,N,16,3,3,1.0,-17.89626387499999,-9.084985606250001,-8.105954687500002,52000619,0.5736831422514455,3,48,True,True,0,qualified_runs_only,3,234.24769222916666,234.24769222916666,244.305916875,245.661741675,245.831219775,245.96680225499998,246.000697875,246.000697875,1,15209.815378441503,106.33333333333333,93.33333333333333,0.3333333333333333,950.613461152594,11.666666666666671,5,3.3300676999988355,0,0,3,48,True,True,0,qualified_runs_only,3,213.04293789583335,213.04293789583335,206.6938724375,223.8223216875,225.96337784374998,227.67622276875,228.104434,228.104434,1,13448.435031661604,109,94,0,840.5271894788502,0.0,5.666666666666667,1.3898736000010103,0,0
J,k0,3,2,2,0.5,-2.283108409090943,1.8613408227272732,2.3218351818181873,52000614,0.12128023898066263,2,22,True,True,0,qualified_runs_only,2,309.25637690909093,309.25637690909093,309.25637690909093,310.52622374545456,310.6849546,310.8119392836364,310.8436854545455,310.8436854545455,1,13201.600729458256,119,110,0.5,1200.1455208598416,17.5,5.5,1.928423000001203,0,0,2,22,True,True,0,qualified_runs_only,2,306.97326849999996,306.9732685,306.9732685,309.38737653636366,309.6891400409091,309.93055084454545,309.99090354545456,309.99090354545456,1,12891.029768398723,125,117,0.5,1171.9117971271567,17.500000000000046,6,0.7842636000004859,0,0
J,k0,4,2,2,1.0,-32.79001936428571,-23.15727172214286,-22.08696642857143,52000617,0.5277634170535087,2,24,True,True,0,qualified_runs_only,2,297.5415399583333,302.61423257857143,302.61423257857143,326.96315715571427,330.00677272785714,332.4416651855714,333.0503883,333.0503883,1,13812.492395678695,126,116.5,0.5,1151.0410329732247,17.5,4,2.7916806000012,0,0,2,24,True,True,0,qualified_runs_only,2,266.53536275,269.8242132142857,269.8242132142857,285.61069544285715,287.5840057214286,289.16265394428575,289.557316,289.557316,1,12012.12176571495,124,114.5,0.5,1001.0101471429125,17.499999999999975,5.5,0.7091909999999189,0,0
J,k0,5,4,4,1.0,-7.25437279166664,-5.436203137499978,-5.435076999999978,52000606,0.34215014771227625,4,47,True,True,0,qualified_runs_only,4,277.5039533617021,277.9911305826923,271.37175917499997,300.886201455,305.32472060249995,308.87553592049994,309.76323974999997,309.76323974999997,1,12430.857259635832,120.75,109.75,0.75,1057.9452986924111,26.25,4.5,2.0990117999990616,0,0,4,47,True,True,0,qualified_runs_only,4,268.1898904042553,268.98007412916667,265.9329283833333,292.909365655,296.80322220249997,299.9183074405,300.69707875,300.69707875,1,11862.40606173058,121.25,109.25,1.5,1009.5664733387728,52.500000000000014,5.75,0.9622040999984165,0,0
