strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures,movement_per_source_m,mean_recovery_ray_m,mean_supplement_count,max_wall_s,guaranteed_clear_failures,b1plus_empty,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio
E11,20,261,True,True,0,qualified_runs_only,20,268.20690777394634,273.21576689920164,274.3590882,318.6895042290909,330.84827044636364,342.3637654492727,345.2426392,345.2426392,1,13748.50073230145,115.4,103.8,1.45,1053.5249603296131,50.749999999999986,4.65,4.220154699999966,0,0,,,,,,,,
J,20,261,True,True,0,qualified_runs_only,20,259.9841965363985,264.9691200871566,258.96564321515154,319.84660459181816,327.44781070727277,329.6739250214546,330.23045360000003,330.23045360000003,1,13162.968824030897,117.1,105.7,1.25,1008.6566148682681,43.749999999999986,5.7,1.9314310999999975,0,0,20,20,0.65,-10.055841364102534,10.275983184855736,10.634740312500014,52000710,0.2402498794258034
L,20,261,True,True,0,qualified_runs_only,20,263.2947071072797,268.81744619217574,263.98616432738095,332.63056079,333.06057142,336.290059484,337.09743149999997,337.09743149999997,1,13449.97963814822,115.15,102.3,0.9,1030.649780701013,31.50000000000001,5.95,2.8846992,0,0,20,20,0.6,-2.347609797916661,23.18127821166671,36.95298383333335,52000706,0.12248633398683025
