seed,strategy,N,k0,activity_group,chosen_template,qualified_pair,delta_time_per_source_s,delta_total_s,baseline_clear_failures,candidate_clear_failures,movement_gain_m,hindsight_gap_m,regret_capture_ratio,delta_movement_m,delta_measurements,delta_switches,delta_clear_attempts,delta_clear_failures,delta_movement_s,delta_measurement_s,delta_switch_s,delta_clear_success_s,delta_clear_failure_s
52000978,J,11,6,10+,6,True,-21.10199799999998,-232.12197799999967,2,1,920.6098886421169,3539.9195197271274,0.26006520303972375,-920.6098886421169,-8,-5,-1,-1,-184.12197772842364,-40.0,-5.0,0.0,-3.0
52000978,M,11,6,10+,6,True,-22.10881936363637,-243.19701299999997,2,1,975.985063703667,3539.9195197271274,0.27570826349716004,-975.985063703667,-8,-5,-1,-1,-195.1970127407344,-40.0,-5.0,0.0,-3.0
52000979,J,12,7,10+,6,True,-3.2998780000000068,-39.59853599999997,2,2,172.99268223118634,1483.7944335470165,0.11658803828886637,-172.99268223118634,-1,0,0,0,-34.598536446237176,-5.0,0.0,0.0,0.0
52000979,M,12,7,10+,6,True,-21.794452166666673,-261.53342599999996,2,1,1072.6671321721933,1483.7944335470165,0.7229216580951704,-1072.6671321721933,-8,-4,-1,-1,-214.53342643443807,-40.0,-4.0,0.0,-3.0
52000980,J,13,4,10+,6,True,-4.383034230769226,-56.97944499999994,2,3,279.89722659627296,1984.1419598228167,0.14106713746493607,-279.89722659627296,0,-4,1,1,-55.97944531925668,0.0,-4.0,0.0,3.0
52000980,M,13,4,10+,6,True,-4.383034230769226,-56.97944499999994,2,3,279.89722659627296,1984.1419598228167,0.14106713746493607,-279.89722659627296,0,-4,1,1,-55.97944531925668,0.0,-4.0,0.0,3.0
52000981,J,14,8,10+,6,True,-21.687329714285738,-303.6226160000001,0,1,1613.1130783080625,1594.4777210607936,1.0116874365826014,-1613.1130783080625,3,1,1,1,-322.6226156616126,15.0,1.0,0.0,3.0
52000981,M,14,8,10+,6,True,-28.434264000000013,-398.0796959999998,0,1,2155.398479242849,1594.4777210607936,1.351789649220611,-2155.398479242849,5,5,1,1,-431.0796958485712,25.0,5.0,0.0,3.0
52000984,J,10,6,10+,6,True,-17.451995399999987,-174.51995399999987,1,2,862.5997710381689,1466.5965956305245,0.5881643074913295,-862.5997710381689,-1,0,1,1,-172.51995420763456,-5.0,0.0,0.0,3.0
52000984,M,10,6,10+,6,True,-27.340636599999982,-273.4063659999997,1,0,1477.0318299476094,1466.5965956305245,1.0071152724260883,-1477.0318299476094,4,5,-1,-1,-295.4063659895223,20.0,5.0,0.0,-3.0
52000982,J,15,7,10+,6,True,-3.4132425333333174,-51.198637999999846,5,4,145.99319400889362,960.9713330879986,0.15192252774050719,-145.99319400889362,-3,-4,-1,-1,-29.198638801778998,-15.0,-4.0,0.0,-3.0
52000982,M,15,7,10+,6,True,-12.673047400000002,-190.09571099999994,5,4,760.4785576356717,960.9713330879986,0.7913644574515447,-760.4785576356717,-6,-5,-1,-1,-152.0957115271367,-30.0,-5.0,0.0,-3.0
52000983,J,16,8,10+,6,True,-6.431854499999986,-102.90967199999977,0,2,624.5483585873098,1377.4970886482424,0.45339359606210716,-624.5483585873098,3,1,2,2,-124.9096717174616,15.0,1.0,0.0,6.0
52000983,M,16,8,10+,6,True,-9.532467124999982,-152.51947399999972,0,2,747.5973716480439,1377.4970886482424,0.5427215620336968,-747.5973716480439,-1,-4,2,2,-149.51947432960833,-5.0,-4.0,0.0,6.0
52000985,J,11,5,10+,6,True,-20.98696654545455,-230.856632,1,3,1264.2831605477768,4758.651265238625,0.2656809860775496,-1264.2831605477768,3,1,2,2,-252.856632109555,15.0,1.0,0.0,6.0
52000985,M,11,5,10+,6,True,-63.33804145454542,-696.7184560000001,1,1,3623.592279825676,4758.651265238625,0.7614746443589137,-3623.592279825676,4,8,0,0,-724.718455965135,20.0,8.0,0.0,0.0
52000986,J,12,8,10+,6,True,4.379186333333337,52.55023600000004,2,2,-467.7511776190222,2065.271028547446,-0.226484161717023,467.7511776190222,-8,-1,0,0,93.55023552380453,-40.0,-1.0,0.0,0.0
52000986,M,12,8,10+,6,True,-2.3097742500000322,-27.717291000000387,2,1,-31.413542371808944,2065.271028547446,-0.015210372845787138,31.413542371808944,-6,-1,-1,-1,6.282708474361698,-30.0,-1.0,0.0,-3.0
52000988,J,14,6,10+,6,True,-16.67180835714288,-233.40531699999974,2,3,1177.0265826594932,2980.371830609247,0.3949260862591383,-1177.0265826594932,0,-1,1,1,-235.40531653189964,0.0,-1.0,0.0,3.0
52000988,M,14,6,10+,6,True,-16.67180835714288,-233.40531699999974,2,3,1177.0265826594932,2980.371830609247,0.3949260862591383,-1177.0265826594932,0,-1,1,1,-235.40531653189964,0.0,-1.0,0.0,3.0
52000987,J,13,8,10+,6,True,-25.203881769230833,-327.6504630000004,2,2,1613.252316476981,2581.4348243377244,0.624944043237995,-1613.252316476981,-1,0,0,0,-322.650463295397,-5.0,0.0,0.0,0.0
52000987,M,13,8,10+,6,True,-33.08972930769235,-430.1664810000002,2,2,2750.8324066276728,2581.4348243377244,1.065621483328911,-2750.8324066276728,20,20,0,0,-550.1664813255347,100.0,20.0,0.0,0.0
52000991,J,10,4,10+,6,True,-4.875542199999984,-48.75542200000018,1,1,218.77711136536527,3147.6690117245944,0.06950448428677011,-218.77711136536527,-1,0,0,0,-43.75542227307278,-5.0,0.0,0.0,0.0
