strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures,movement_per_source_m,mean_recovery_ray_m,mean_supplement_count,max_wall_s,guaranteed_clear_failures,b1plus_empty,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio
E11,20,257,True,True,0,qualified_runs_only,20,275.5553895836576,280.8823022646202,282.0151381153846,332.99571779636364,341.96458881,361.978188802,366.9815888,366.9815888,1,13935.433780988262,116.35,104.95,0.95,1084.4695549407209,33.25,4.95,3.9225908999997046,0,0,,,,,,,,
A,20,257,True,True,0,qualified_runs_only,20,266.7498038287938,271.63716030220695,268.38585826923077,317.91647115000006,335.74352939,346.816613718,349.5848848,349.5848848,1,13237.424896100361,121.55,108.25,0,1030.149797361896,0.0,10.65,1.9268076999996993,0,0,20,20,0.8,-12.182620628571428,5.280429183653833,8.257919749999985,52000216,0.2888990333752174
C,20,257,True,True,0,qualified_runs_only,20,274.3147732178988,278.2495388879306,266.2325248525641,309.75364573272725,332.81543750500003,343.856868061,346.6172257,346.6172257,1,13862.47417909789,116.6,105.2,0,1078.7917649103415,0.0,2.4,1.4339193999985582,0,0,20,20,0.6,-2.3210323863636546,20.603155950446457,34.2312714375,52000206,0.030197263842786693
D,20,257,True,True,0,qualified_runs_only,20,282.2524738054475,286.41052842176845,275.04580564615384,349.12185787,354.4254739304546,358.1530555133636,359.0849509090909,359.0849509090909,1,14323.971441668487,118.3,106.4,0,1114.7059487679758,0.0,2.85,2.5771299000007275,0,0,20,20,0.45,2.3699236250000126,34.83330866250001,46.27201593749999,52000213,-0.16081192808657827
