strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures,movement_per_source_m,mean_recovery_ray_m,mean_supplement_count,max_wall_s,guaranteed_clear_failures,b1plus_empty,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio
E11,20,259,True,True,0,qualified_runs_only,20,264.40428562934363,269.1790967719441,278.09003309166667,311.38014121454546,312.91008156318185,326.8675882326363,330.3569649,330.3569649,1,13383.427494710397,114.95,103.65,1.4,1033.4693046108414,49.00000000000001,5.1,3.319854299999861,0,0,,,,,,,,
A,20,259,True,True,0,qualified_runs_only,20,256.21402935521235,260.88030595989784,264.0793410384615,301.175274575,307.11584130250003,314.30883930050004,316.10708880000004,316.10708880000004,1,12635.858400847974,123.05,110.8,0,975.7419614554419,0.0,11.15,1.5078042000004643,0,0,20,20,0.7,-11.280496640909092,13.687241288141017,15.446944916666666,52000111,0.31044663546118617
B,20,259,True,True,0,qualified_runs_only,20,278.82335967567565,283.8120483961861,281.49185280952383,336.3366834454546,372.3520800090909,376.40745534727273,377.4212991818182,377.4212991818182,1,13765.31253849803,134.7,119.45,0,1062.9584971813151,0.0,16.05,2.877696699999433,0,0,20,20,0.3,10.524699566666655,72.38841283951048,79.24521163636365,52000103,-0.15858725026243076
