strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures,movement_per_source_m,mean_recovery_ray_m,mean_supplement_count,max_wall_s,guaranteed_clear_failures,b1plus_empty,pairs,qualified_pairs,win_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,aggregate_regret_capture_ratio
E11,20,262,True,True,0,qualified_runs_only,20,265.4991853587786,269.44953395920186,267.25265687272724,310.33826469,323.40935279,332.865164718,335.2291177,335.2291177,1,13658.946640702303,114.55,104.4,1.2,1042.6676824963592,42.00000000000003,4.55,3.55886289999944,0,0,,,,,,,,
A,20,262,True,True,0,qualified_runs_only,20,255.67737006106873,259.78839183497104,262.69243234065937,299.898186565,305.9433844825,315.12898361649997,317.4253834,317.4253834,1,12852.117738972405,121,108.45,0,981.0776899978935,0.0,10.45,1.5247251000000688,0,0,20,20,0.75,-8.253627134615385,6.672905321590901,14.82840018181821,52000306,0.3303179548705608
E,20,262,True,True,0,qualified_runs_only,20,258.3635877709924,262.1147238968236,263.0174525,300.66384309,311.52117292500003,312.34717018500004,312.5536695,312.5536695,1,13548.31499899911,102.45,97.15,0,1034.2225190075656,0.0,13.8,0.8039683999995759,0,0,20,20,0.6,-6.0070373541666555,11.406020654166669,16.930405000000007,52000309,0.045292896118395654
F,20,262,True,True,0,qualified_runs_only,20,294.99348321755724,300.8426271571121,295.9325588741259,352.20233439454546,357.0634160031819,408.3268061606363,421.14265370000004,421.14265370000004,1,15871.823150673474,104.5,102.05,0,1211.5895534865247,0.0,5.45,0.7079305999995995,0,0,20,20,0.05,28.068079474358967,82.41210829000005,98.35539380000006,52000319,-0.9059576839495548
