sequence,request_id,action,x_m,y_m,channel,result,virtual_time_s
1,1c6e62507da3424096f2352636e3221a-1,measure,0.0,0.0,1,no_signal,5
2,1c6e62507da3424096f2352636e3221a-2,measure,0.0,0.0,2,no_signal,11
3,1c6e62507da3424096f2352636e3221a-3,measure,0.0,0.0,3,direction,17
4,1c6e62507da3424096f2352636e3221a-4,measure,0.0,0.0,4,direction,23
5,1c6e62507da3424096f2352636e3221a-5,measure,0.0,0.0,5,no_signal,29
6,1c6e62507da3424096f2352636e3221a-6,measure,0.0,0.0,6,no_signal,35
7,1c6e62507da3424096f2352636e3221a-7,measure,0.0,0.0,7,direction,41
8,1c6e62507da3424096f2352636e3221a-8,measure,0.0,0.0,8,no_signal,47
9,1c6e62507da3424096f2352636e3221a-9,measure,0.0,0.0,9,no_signal,53
10,1c6e62507da3424096f2352636e3221a-10,measure,0.0,0.0,10,no_signal,59
11,1c6e62507da3424096f2352636e3221a-11,measure,0.0,0.0,11,no_signal,65
12,1c6e62507da3424096f2352636e3221a-12,measure,0.0,0.0,12,no_signal,71
13,1c6e62507da3424096f2352636e3221a-13,measure,0.0,0.0,13,no_signal,77
14,1c6e62507da3424096f2352636e3221a-14,measure,0.0,0.0,14,direction,83
15,1c6e62507da3424096f2352636e3221a-15,measure,0.0,0.0,15,direction,89
16,1c6e62507da3424096f2352636e3221a-16,measure,0.0,0.0,16,no_signal,95
17,1c6e62507da3424096f2352636e3221a-17,measure,0.0,0.0,17,no_signal,101
18,1c6e62507da3424096f2352636e3221a-18,measure,0.0,0.0,18,direction,107
19,1c6e62507da3424096f2352636e3221a-19,measure,0.0,0.0,19,no_signal,113
20,1c6e62507da3424096f2352636e3221a-20,measure,0.0,0.0,20,no_signal,119
21,1c6e62507da3424096f2352636e3221a-21,clear,0.0,0.0,3,no_target_in_range,122
22,1c6e62507da3424096f2352636e3221a-22,clear,0.0,0.0,4,no_target_in_range,125
23,1c6e62507da3424096f2352636e3221a-23,clear,0.0,0.0,7,no_target_in_range,128
24,1c6e62507da3424096f2352636e3221a-24,clear,0.0,0.0,18,no_target_in_range,131
25,1c6e62507da3424096f2352636e3221a-25,clear,0.0,0.0,15,no_target_in_range,134
26,1c6e62507da3424096f2352636e3221a-26,clear,0.0,0.0,14,no_target_in_range,137
27,1c6e62507da3424096f2352636e3221a-27,measure,282.1356056934325,282.13560569343247,15,no_signal,222.8
28,1c6e62507da3424096f2352636e3221a-28,measure,564.271211386865,564.2712113868649,18,direction,308.6
29,1c6e62507da3424096f2352636e3221a-29,measure,564.271211386865,564.2712113868649,14,direction,314.6
30,1c6e62507da3424096f2352636e3221a-30,measure,564.271211386865,564.2712113868649,7,direction,320.6
31,1c6e62507da3424096f2352636e3221a-31,measure,705.3390142335812,705.3390142335811,1,no_signal,366.5
32,1c6e62507da3424096f2352636e3221a-32,measure,705.3390142335812,705.3390142335811,2,direction,372.5
33,1c6e62507da3424096f2352636e3221a-33,measure,705.3390142335812,705.3390142335811,5,direction,378.5
34,1c6e62507da3424096f2352636e3221a-34,measure,705.3390142335812,705.3390142335811,6,no_signal,384.5
35,1c6e62507da3424096f2352636e3221a-35,measure,705.3390142335812,705.3390142335811,8,direction,390.5
36,1c6e62507da3424096f2352636e3221a-36,measure,705.3390142335812,705.3390142335811,9,no_signal,396.5
37,1c6e62507da3424096f2352636e3221a-37,measure,705.3390142335812,705.3390142335811,10,no_signal,402.5
38,1c6e62507da3424096f2352636e3221a-38,measure,705.3390142335812,705.3390142335811,11,no_signal,408.5
39,1c6e62507da3424096f2352636e3221a-39,measure,705.3390142335812,705.3390142335811,12,no_signal,414.5
40,1c6e62507da3424096f2352636e3221a-40,measure,705.3390142335812,705.3390142335811,13,no_signal,420.5
41,1c6e62507da3424096f2352636e3221a-41,measure,705.3390142335812,705.3390142335811,16,no_signal,426.5
42,1c6e62507da3424096f2352636e3221a-42,measure,705.3390142335812,705.3390142335811,17,direction,432.5
43,1c6e62507da3424096f2352636e3221a-43,measure,705.3390142335812,705.3390142335811,19,no_signal,438.5
44,1c6e62507da3424096f2352636e3221a-44,measure,705.3390142335812,705.3390142335811,20,direction,444.5
45,1c6e62507da3424096f2352636e3221a-45,measure,705.3390142335812,705.3390142335811,18,direction,450.5
