seed,strategy,N,k0,chosen_template,E11_rotation,E12_rotation,qualified_pair,E11_time_per_source_s,E12_time_per_source_s,delta_time_per_source_s,delta_total_virtual_s,delta_movement_m,delta_measurements,delta_switches,delta_clear_attempts,delta_clear_failures,E11_movement_s,E12_movement_s,delta_movement_s,E11_measurement_s,E12_measurement_s,delta_measurement_s,E11_switch_s,E12_switch_s,delta_switch_s,E11_clear_success_s,E12_clear_success_s,delta_clear_success_s,E11_clear_failure_s,E12_clear_failure_s,delta_clear_failure_s
27182831,T6,14,7,7,40,20,True,268.4209763571429,255.2230964285714,-13.197879928571467,-184.7703190000002,-1263.8515952435682,12,14,-2,-2,3045.8936688835015,2793.1233498347874,-252.7703190487141,535.0,595.0,60.0,98.0,112.0,14.0,70.0,70.0,0.0,9.0,3.0,-6.0
27182832,T2,15,8,7,30,20,True,227.5973088,227.92643420000002,0.32912540000000945,4.936881000000085,-135.3155936767871,6,5,-1,-1,2592.959631802024,2565.896513066666,-27.063118735357875,630.0,660.0,30.0,113.0,118.0,5.0,75.0,75.0,0.0,3.0,0.0,-3.0
27182832,T4,15,8,7,30,20,True,227.5973088,227.92643420000002,0.32912540000000945,4.936881000000085,-135.3155936767871,6,5,-1,-1,2592.959631802024,2565.896513066666,-27.063118735357875,630.0,660.0,30.0,113.0,118.0,5.0,75.0,75.0,0.0,3.0,0.0,-3.0
27182832,T6,15,8,7,30,20,True,227.5973088,227.92643420000002,0.32912540000000945,4.936881000000085,-135.3155936767871,6,5,-1,-1,2592.959631802024,2565.896513066666,-27.063118735357875,630.0,660.0,30.0,113.0,118.0,5.0,75.0,75.0,0.0,3.0,0.0,-3.0
27182833,T2,16,7,7,10,5,True,256.2743508125,258.0189794375,1.7446286249999616,27.914057999999386,-110.42971396252324,9,2,1,1,3417.389613385983,3395.303670593478,-22.085942792505193,510.0,555.0,45.0,93.0,95.0,2.0,80.0,80.0,0.0,0.0,3.0,3.0
27182833,T4,16,7,7,10,5,True,256.2743508125,258.0189794375,1.7446286249999616,27.914057999999386,-110.42971396252324,9,2,1,1,3417.389613385983,3395.303670593478,-22.085942792505193,510.0,555.0,45.0,93.0,95.0,2.0,80.0,80.0,0.0,0.0,3.0,3.0
27182833,T6,16,7,7,10,5,True,256.2743508125,258.0189794375,1.7446286249999616,27.914057999999386,-110.42971396252324,9,2,1,1,3417.389613385983,3395.303670593478,-22.085942792505193,510.0,555.0,45.0,93.0,95.0,2.0,80.0,80.0,0.0,0.0,3.0,3.0
27182834,T2,10,4,7,45,45,True,354.2189918,339.49673939999997,-14.722252400000059,-147.22252400000025,-856.1126200866038,5,-1,0,0,2727.1899184785784,2555.967394461257,-171.22252401732158,640.0,665.0,25.0,122.0,121.0,-1.0,50.0,50.0,0.0,3.0,3.0,0.0
27182834,T4,10,4,7,45,45,True,354.2189918,339.49673939999997,-14.722252400000059,-147.22252400000025,-856.1126200866038,5,-1,0,0,2727.1899184785784,2555.967394461257,-171.22252401732158,640.0,665.0,25.0,122.0,121.0,-1.0,50.0,50.0,0.0,3.0,3.0,0.0
27182834,T6,10,4,6,45,45,True,354.2189918,354.2189918,0.0,0.0,0.0,0,0,0,0,2727.1899184785784,2727.1899184785784,0.0,640.0,640.0,0.0,122.0,122.0,0.0,50.0,50.0,0.0,3.0,3.0,0.0
27182835,T2,11,4,7,10,30,True,317.27892245454547,308.7582561818182,-8.520666272727283,-93.72732899999983,-923.6366441563532,14,21,0,0,2714.068147326142,2529.3408184948703,-184.72732883127173,605.0,675.0,70.0,110.0,131.0,21.0,55.0,55.0,0.0,6.0,6.0,0.0
27182835,T4,11,4,7,10,30,True,317.27892245454547,308.7582561818182,-8.520666272727283,-93.72732899999983,-923.6366441563532,14,21,0,0,2714.068147326142,2529.3408184948703,-184.72732883127173,605.0,675.0,70.0,110.0,131.0,21.0,55.0,55.0,0.0,6.0,6.0,0.0
27182835,T6,11,4,6,10,10,True,317.27892245454547,317.27892245454547,0.0,0.0,0.0,0,0,0,0,2714.068147326142,2714.068147326142,0.0,605.0,605.0,0.0,110.0,110.0,0.0,55.0,55.0,0.0,6.0,6.0,0.0
27182836,T2,12,9,7,0,40,True,249.18926825000003,245.52703908333334,-3.662229166666691,-43.946750000000065,-449.73374722685367,7,14,-1,-1,2237.2712188566948,2147.3244694113246,-89.94674944537019,585.0,620.0,35.0,102.0,116.0,14.0,60.0,60.0,0.0,6.0,3.0,-3.0
27182836,T4,12,9,7,0,40,True,249.18926825000003,245.52703908333334,-3.662229166666691,-43.946750000000065,-449.73374722685367,7,14,-1,-1,2237.2712188566948,2147.3244694113246,-89.94674944537019,585.0,620.0,35.0,102.0,116.0,14.0,60.0,60.0,0.0,6.0,3.0,-3.0
27182836,T6,12,9,7,0,40,True,249.18926825000003,245.52703908333334,-3.662229166666691,-43.946750000000065,-449.73374722685367,7,14,-1,-1,2237.2712188566948,2147.3244694113246,-89.94674944537019,585.0,620.0,35.0,102.0,116.0,14.0,60.0,60.0,0.0,6.0,3.0,-3.0
27182837,T2,13,7,7,50,15,True,261.7853286923077,260.2230846153846,-1.5622440769230934,-20.3091730000001,-856.5458676536582,26,18,1,1,2665.2092734618027,2493.900099931071,-171.30917353073164,565.0,695.0,130.0,102.0,120.0,18.0,65.0,65.0,0.0,6.0,9.0,3.0
27182837,T4,13,7,7,50,15,True,261.7853286923077,260.2230846153846,-1.5622440769230934,-20.3091730000001,-856.5458676536582,26,18,1,1,2665.2092734618027,2493.900099931071,-171.30917353073164,565.0,695.0,130.0,102.0,120.0,18.0,65.0,65.0,0.0,6.0,9.0,3.0
27182837,T6,13,7,7,50,15,True,261.7853286923077,260.2230846153846,-1.5622440769230934,-20.3091730000001,-856.5458676536582,26,18,1,1,2665.2092734618027,2493.900099931071,-171.30917353073164,565.0,695.0,130.0,102.0,120.0,18.0,65.0,65.0,0.0,6.0,9.0,3.0
27182838,T2,14,7,7,50,15,True,290.2305042142857,254.23583542857142,-35.99466878571428,-503.92536299999983,-2489.6268155305643,-1,-4,1,1,3309.22705872766,2811.301695621548,-497.92536310611194,585.0,580.0,-5.0,99.0,95.0,-4.0,70.0,70.0,0.0,0.0,3.0,3.0
27182838,T4,14,7,7,50,15,True,290.2305042142857,254.23583542857142,-35.99466878571428,-503.92536299999983,-2489.6268155305643,-1,-4,1,1,3309.22705872766,2811.301695621548,-497.92536310611194,585.0,580.0,-5.0,99.0,95.0,-4.0,70.0,70.0,0.0,0.0,3.0,3.0
27182838,T6,14,7,7,50,15,True,290.2305042142857,254.23583542857142,-35.99466878571428,-503.92536299999983,-2489.6268155305643,-1,-4,1,1,3309.22705872766,2811.301695621548,-497.92536310611194,585.0,580.0,-5.0,99.0,95.0,-4.0,70.0,70.0,0.0,0.0,3.0,3.0
27182839,T2,15,8,7,50,45,True,221.99903913333335,222.75564626666667,0.7566071333333184,11.349107000000004,71.74553508896315,-1,8,-2,-2,2585.9855866551534,2600.334693672946,14.349107017792448,565.0,560.0,-5.0,95.0,103.0,8.0,75.0,75.0,0.0,9.0,3.0,-6.0
27182839,T4,15,8,7,50,45,True,221.99903913333335,222.75564626666667,0.7566071333333184,11.349107000000004,71.74553508896315,-1,8,-2,-2,2585.9855866551534,2600.334693672946,14.349107017792448,565.0,560.0,-5.0,95.0,103.0,8.0,75.0,75.0,0.0,9.0,3.0,-6.0
27182839,T6,15,8,7,50,45,True,221.99903913333335,222.75564626666667,0.7566071333333184,11.349107000000004,71.74553508896315,-1,8,-2,-2,2585.9855866551534,2600.334693672946,14.349107017792448,565.0,560.0,-5.0,95.0,103.0,8.0,75.0,75.0,0.0,9.0,3.0,-6.0
27182840,T2,16,12,7,5,30,True,175.6063470625,183.3390356875,7.732688625000009,123.72301800000014,-436.3849113521701,34,35,2,2,2203.7015533186577,2116.4245710482237,-87.27698227043402,440.0,610.0,170.0,77.0,112.0,35.0,80.0,80.0,0.0,9.0,15.0,6.0
27182840,T4,16,12,7,5,30,True,175.6063470625,183.3390356875,7.732688625000009,123.72301800000014,-436.3849113521701,34,35,2,2,2203.7015533186577,2116.4245710482237,-87.27698227043402,440.0,610.0,170.0,77.0,112.0,35.0,80.0,80.0,0.0,9.0,15.0,6.0
27182840,T6,16,12,7,5,30,True,175.6063470625,183.3390356875,7.732688625000009,123.72301800000014,-436.3849113521701,34,35,2,2,2203.7015533186577,2116.4245710482237,-87.27698227043402,440.0,610.0,170.0,77.0,112.0,35.0,80.0,80.0,0.0,9.0,15.0,6.0
27182841,T2,10,8,7,50,45,True,290.2321047,274.5297301,-15.702374599999985,-157.02374599999985,-1575.1187315310417,26,25,1,1,2207.321047095601,1892.2973007893925,-315.0237463062085,545.0,675.0,130.0,100.0,125.0,25.0,50.0,50.0,0.0,0.0,3.0,3.0
27182841,T4,10,8,7,50,45,True,290.2321047,274.5297301,-15.702374599999985,-157.02374599999985,-1575.1187315310417,26,25,1,1,2207.321047095601,1892.2973007893925,-315.0237463062085,545.0,675.0,130.0,100.0,125.0,25.0,50.0,50.0,0.0,0.0,3.0,3.0
27182841,T6,10,8,7,50,45,True,290.2321047,274.5297301,-15.702374599999985,-157.02374599999985,-1575.1187315310417,26,25,1,1,2207.321047095601,1892.2973007893925,-315.0237463062085,545.0,675.0,130.0,100.0,125.0,25.0,50.0,50.0,0.0,0.0,3.0,3.0
27182842,T2,11,6,7,5,40,True,320.26592472727276,292.5274169090909,-27.73850781818186,-305.12358600000016,-2085.617928646705,21,13,-2,-2,2801.925171740762,2384.801586011421,-417.1235857293409,550.0,655.0,105.0,107.0,120.0,13.0,55.0,55.0,0.0,9.0,3.0,-6.0
27182842,T4,11,6,7,5,40,True,320.26592472727276,292.5274169090909,-27.73850781818186,-305.12358600000016,-2085.617928646705,21,13,-2,-2,2801.925171740762,2384.801586011421,-417.1235857293409,550.0,655.0,105.0,107.0,120.0,13.0,55.0,55.0,0.0,9.0,3.0,-6.0
27182842,T6,11,6,7,5,40,True,320.26592472727276,292.5274169090909,-27.73850781818186,-305.12358600000016,-2085.617928646705,21,13,-2,-2,2801.925171740762,2384.801586011421,-417.1235857293409,550.0,655.0,105.0,107.0,120.0,13.0,55.0,55.0,0.0,9.0,3.0,-6.0
27182843,T2,12,6,7,5,40,True,264.7111935,278.83947608333335,14.128282583333373,169.53939100000025,867.6969563079529,-2,-3,3,3,2411.534321627109,2585.0737128886994,173.53939126159048,595.0,585.0,-10.0,107.0,104.0,-3.0,60.0,60.0,0.0,3.0,12.0,9.0
27182843,T4,12,6,7,5,40,True,264.7111935,278.83947608333335,14.128282583333373,169.53939100000025,867.6969563079529,-2,-3,3,3,2411.534321627109,2585.0737128886994,173.53939126159048,595.0,585.0,-10.0,107.0,104.0,-3.0,60.0,60.0,0.0,3.0,12.0,9.0
27182843,T6,12,6,7,5,40,True,264.7111935,278.83947608333335,14.128282583333373,169.53939100000025,867.6969563079529,-2,-3,3,3,2411.534321627109,2585.0737128886994,173.53939126159048,595.0,585.0,-10.0,107.0,104.0,-3.0,60.0,60.0,0.0,3.0,12.0,9.0
27182844,T2,13,4,7,10,35,True,325.4840998461538,294.4666683846154,-31.017431461538422,-403.22660899999937,-2406.1330432003106,12,3,5,5,3404.2932976967095,2923.066689056647,-481.2266086400623,640.0,700.0,60.0,122.0,125.0,3.0,65.0,65.0,0.0,0.0,15.0,15.0
27182844,T4,13,4,7,10,35,True,325.4840998461538,294.4666683846154,-31.017431461538422,-403.22660899999937,-2406.1330432003106,12,3,5,5,3404.2932976967095,2923.066689056647,-481.2266086400623,640.0,700.0,60.0,122.0,125.0,3.0,65.0,65.0,0.0,0.0,15.0,15.0
27182844,T6,13,4,6,10,10,True,325.4840998461538,325.4840998461538,0.0,0.0,0.0,0,0,0,0,3404.2932976967095,3404.2932976967095,0.0,640.0,640.0,0.0,122.0,122.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0
27182845,T2,14,10,7,25,0,True,195.82910807142858,206.72391457142857,10.894806499999987,152.52729099999988,1002.6364520527823,-9,-6,1,1,1988.6075134835148,2189.134803894071,200.52729041055613,575.0,530.0,-45.0,105.0,99.0,-6.0,70.0,70.0,0.0,3.0,6.0,3.0
27182845,T4,14,10,7,25,0,True,195.82910807142858,206.72391457142857,10.894806499999987,152.52729099999988,1002.6364520527823,-9,-6,1,1,1988.6075134835148,2189.134803894071,200.52729041055613,575.0,530.0,-45.0,105.0,99.0,-6.0,70.0,70.0,0.0,3.0,6.0,3.0
27182845,T6,14,10,7,25,0,True,195.82910807142858,206.72391457142857,10.894806499999987,152.52729099999988,1002.6364520527823,-9,-6,1,1,1988.6075134835148,2189.134803894071,200.52729041055613,575.0,530.0,-45.0,105.0,99.0,-6.0,70.0,70.0,0.0,3.0,6.0,3.0
27182846,T2,15,9,7,20,40,True,224.53248326666665,243.91926606666667,19.38678280000002,290.8017420000001,979.0087111581706,16,6,3,3,2598.9872487107705,2794.788990942403,195.8017422316325,585.0,665.0,80.0,109.0,115.0,6.0,75.0,75.0,0.0,0.0,9.0,9.0
27182846,T4,15,9,7,20,40,True,224.53248326666665,243.91926606666667,19.38678280000002,290.8017420000001,979.0087111581706,16,6,3,3,2598.9872487107705,2794.788990942403,195.8017422316325,585.0,665.0,80.0,109.0,115.0,6.0,75.0,75.0,0.0,0.0,9.0,9.0
27182846,T6,15,9,7,20,40,True,224.53248326666665,243.91926606666667,19.38678280000002,290.8017420000001,979.0087111581706,16,6,3,3,2598.9872487107705,2794.788990942403,195.8017422316325,585.0,665.0,80.0,109.0,115.0,6.0,75.0,75.0,0.0,0.0,9.0,9.0
27182847,T2,16,5,7,10,20,True,232.485686875,228.0014375625,-4.484249312499998,-71.74798899999996,-268.7399446528907,-4,-10,4,4,2967.770990304192,2914.023001373614,-53.747988930577776,570.0,550.0,-20.0,102.0,92.0,-10.0,80.0,80.0,0.0,0.0,12.0,12.0
27182847,T4,16,5,7,10,20,True,232.485686875,228.0014375625,-4.484249312499998,-71.74798899999996,-268.7399446528907,-4,-10,4,4,2967.770990304192,2914.023001373614,-53.747988930577776,570.0,550.0,-20.0,102.0,92.0,-10.0,80.0,80.0,0.0,0.0,12.0,12.0
27182847,T6,16,5,6,10,10,True,232.485686875,232.485686875,0.0,0.0,0.0,0,0,0,0,2967.770990304192,2967.770990304192,0.0,570.0,570.0,0.0,102.0,102.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0
27182848,T2,10,2,7,45,45,True,294.73800489999996,338.1860598,43.448054900000045,434.48054900000034,1712.4027447818971,13,18,3,3,2146.3800492325167,2488.8605981888954,342.4805489563787,635.0,700.0,65.0,113.0,131.0,18.0,50.0,50.0,0.0,3.0,12.0,9.0
27182848,T4,10,2,6,45,45,True,294.73800489999996,294.73800489999996,0.0,0.0,0.0,0,0,0,0,2146.3800492325167,2146.3800492325167,0.0,635.0,635.0,0.0,113.0,113.0,0.0,50.0,50.0,0.0,3.0,3.0,0.0
27182848,T6,10,2,6,45,45,True,294.73800489999996,294.73800489999996,0.0,0.0,0.0,0,0,0,0,2146.3800492325167,2146.3800492325167,0.0,635.0,635.0,0.0,113.0,113.0,0.0,50.0,50.0,0.0,3.0,3.0,0.0
27182849,T2,11,8,7,45,40,True,243.37885854545456,252.9454150909091,9.566556545454546,105.23212199999989,161.16060917425602,13,14,-2,-2,1938.1674438001455,1970.3995656349966,32.232121834851114,575.0,640.0,65.0,103.0,117.0,14.0,55.0,55.0,0.0,6.0,0.0,-6.0
27182849,T4,11,8,7,45,40,True,243.37885854545456,252.9454150909091,9.566556545454546,105.23212199999989,161.16060917425602,13,14,-2,-2,1938.1674438001455,1970.3995656349966,32.232121834851114,575.0,640.0,65.0,103.0,117.0,14.0,55.0,55.0,0.0,6.0,0.0,-6.0
27182849,T6,11,8,7,45,40,True,243.37885854545456,252.9454150909091,9.566556545454546,105.23212199999989,161.16060917425602,13,14,-2,-2,1938.1674438001455,1970.3995656349966,32.232121834851114,575.0,640.0,65.0,103.0,117.0,14.0,55.0,55.0,0.0,6.0,0.0,-6.0
27182850,T2,12,3,7,5,30,True,289.31717483333335,272.91563275,-16.401542083333368,-196.8185050000002,-1139.0925238414184,5,6,0,0,2658.8060977352015,2430.987592966917,-227.81850476828458,630.0,655.0,25.0,117.0,123.0,6.0,60.0,60.0,0.0,6.0,6.0,0.0
27182850,T4,12,3,6,5,5,True,289.31717483333335,289.31717483333335,0.0,0.0,0.0,0,0,0,0,2658.8060977352015,2658.8060977352015,0.0,630.0,630.0,0.0,117.0,117.0,0.0,60.0,60.0,0.0,6.0,6.0,0.0
27182850,T6,12,3,6,5,5,True,289.31717483333335,289.31717483333335,0.0,0.0,0.0,0,0,0,0,2658.8060977352015,2658.8060977352015,0.0,630.0,630.0,0.0,117.0,117.0,0.0,60.0,60.0,0.0,6.0,6.0,0.0
27182851,T2,13,6,7,20,10,True,277.0194715384615,253.30195646153848,-23.717515076923036,-308.32769599999983,-1451.638482430748,-2,-8,0,0,2739.2531300920396,2448.92543360589,-290.32769648614976,665.0,655.0,-10.0,126.0,118.0,-8.0,65.0,65.0,0.0,6.0,6.0,0.0
27182851,T4,13,6,7,20,10,True,277.0194715384615,253.30195646153848,-23.717515076923036,-308.32769599999983,-1451.638482430748,-2,-8,0,0,2739.2531300920396,2448.92543360589,-290.32769648614976,665.0,655.0,-10.0,126.0,118.0,-8.0,65.0,65.0,0.0,6.0,6.0,0.0
27182851,T6,13,6,7,20,10,True,277.0194715384615,253.30195646153848,-23.717515076923036,-308.32769599999983,-1451.638482430748,-2,-8,0,0,2739.2531300920396,2448.92543360589,-290.32769648614976,665.0,655.0,-10.0,126.0,118.0,-8.0,65.0,65.0,0.0,6.0,6.0,0.0
27182852,T2,14,6,7,55,25,True,255.73694821428572,236.16026057142858,-19.576687642857138,-274.07362699999976,-1630.3681331357166,8,15,-1,-1,2794.3172745404945,2468.243647913351,-326.0736266271433,605.0,645.0,40.0,105.0,120.0,15.0,70.0,70.0,0.0,6.0,3.0,-3.0
27182852,T4,14,6,7,55,25,True,255.73694821428572,236.16026057142858,-19.576687642857138,-274.07362699999976,-1630.3681331357166,8,15,-1,-1,2794.3172745404945,2468.243647913351,-326.0736266271433,605.0,645.0,40.0,105.0,120.0,15.0,70.0,70.0,0.0,6.0,3.0,-3.0
27182852,T6,14,6,7,55,25,True,255.73694821428572,236.16026057142858,-19.576687642857138,-274.07362699999976,-1630.3681331357166,8,15,-1,-1,2794.3172745404945,2468.243647913351,-326.0736266271433,605.0,645.0,40.0,105.0,120.0,15.0,70.0,70.0,0.0,6.0,3.0,-3.0
27182853,T2,15,3,7,20,50,True,272.30326713333335,283.48726446666666,11.18399733333331,167.75995999999986,773.7997995503829,3,-2,0,0,3281.5490069866173,3436.3089668966936,154.7599599100763,610.0,625.0,15.0,112.0,110.0,-2.0,75.0,75.0,0.0,6.0,6.0,0.0
27182853,T4,15,3,6,20,20,True,272.30326713333335,272.30326713333335,0.0,0.0,0.0,0,0,0,0,3281.5490069866173,3281.5490069866173,0.0,610.0,610.0,0.0,112.0,112.0,0.0,75.0,75.0,0.0,6.0,6.0,0.0
27182853,T6,15,3,6,20,20,True,272.30326713333335,272.30326713333335,0.0,0.0,0.0,0,0,0,0,3281.5490069866173,3281.5490069866173,0.0,610.0,610.0,0.0,112.0,112.0,0.0,75.0,75.0,0.0,6.0,6.0,0.0
27182854,T2,16,7,7,10,45,True,224.152156625,234.892049125,10.739892499999996,171.83827999999994,409.19139875793917,14,11,3,3,2785.4345062036145,2867.272785955203,81.83827975158829,615.0,685.0,70.0,106.0,117.0,11.0,80.0,80.0,0.0,0.0,9.0,9.0
27182854,T4,16,7,7,10,45,True,224.152156625,234.892049125,10.739892499999996,171.83827999999994,409.19139875793917,14,11,3,3,2785.4345062036145,2867.272785955203,81.83827975158829,615.0,685.0,70.0,106.0,117.0,11.0,80.0,80.0,0.0,0.0,9.0,9.0
27182854,T6,16,7,7,10,45,True,224.152156625,234.892049125,10.739892499999996,171.83827999999994,409.19139875793917,14,11,3,3,2785.4345062036145,2867.272785955203,81.83827975158829,615.0,685.0,70.0,106.0,117.0,11.0,80.0,80.0,0.0,0.0,9.0,9.0
27182855,T2,10,6,7,10,20,True,297.9287475,299.00785,1.0791025000000332,10.79102499999999,-226.0448746569582,10,6,0,0,2218.2874751796207,2173.0785002482294,-45.20897493139137,595.0,645.0,50.0,113.0,119.0,6.0,50.0,50.0,0.0,3.0,3.0,0.0
27182855,T4,10,6,7,10,20,True,297.9287475,299.00785,1.0791025000000332,10.79102499999999,-226.0448746569582,10,6,0,0,2218.2874751796207,2173.0785002482294,-45.20897493139137,595.0,645.0,50.0,113.0,119.0,6.0,50.0,50.0,0.0,3.0,3.0,0.0
27182855,T6,10,6,7,10,20,True,297.9287475,299.00785,1.0791025000000332,10.79102499999999,-226.0448746569582,10,6,0,0,2218.2874751796207,2173.0785002482294,-45.20897493139137,595.0,645.0,50.0,113.0,119.0,6.0,50.0,50.0,0.0,3.0,3.0,0.0
27182856,T2,11,5,7,25,15,True,321.94003299999997,310.38717236363635,-11.552860636363619,-127.08146699999998,-1025.4073334446293,13,13,0,0,2852.3403627513453,2647.2588960624203,-205.08146668892505,535.0,600.0,65.0,96.0,109.0,13.0,55.0,55.0,0.0,3.0,3.0,0.0
27182856,T4,11,5,7,25,15,True,321.94003299999997,310.38717236363635,-11.552860636363619,-127.08146699999998,-1025.4073334446293,13,13,0,0,2852.3403627513453,2647.2588960624203,-205.08146668892505,535.0,600.0,65.0,96.0,109.0,13.0,55.0,55.0,0.0,3.0,3.0,0.0
27182856,T6,11,5,6,25,25,True,321.94003299999997,321.94003299999997,0.0,0.0,0.0,0,0,0,0,2852.3403627513453,2852.3403627513453,0.0,535.0,535.0,0.0,96.0,96.0,0.0,55.0,55.0,0.0,3.0,3.0,0.0
27182857,T2,12,7,7,40,40,True,264.9452923333333,267.0010536666667,2.0557613333333506,24.66913599999998,-11.654317192196686,4,10,-1,-1,2399.3435077083973,2397.0126442699566,-2.3308634384407014,610.0,630.0,20.0,107.0,117.0,10.0,60.0,60.0,0.0,3.0,0.0,-3.0
27182857,T4,12,7,7,40,40,True,264.9452923333333,267.0010536666667,2.0557613333333506,24.66913599999998,-11.654317192196686,4,10,-1,-1,2399.3435077083973,2397.0126442699566,-2.3308634384407014,610.0,630.0,20.0,107.0,117.0,10.0,60.0,60.0,0.0,3.0,0.0,-3.0
27182857,T6,12,7,7,40,40,True,264.9452923333333,267.0010536666667,2.0557613333333506,24.66913599999998,-11.654317192196686,4,10,-1,-1,2399.3435077083973,2397.0126442699566,-2.3308634384407014,610.0,630.0,20.0,107.0,117.0,10.0,60.0,60.0,0.0,3.0,0.0,-3.0
27182858,T2,13,6,7,30,40,True,246.26935261538463,274.4539347692308,28.18458215384615,366.3995679999998,1496.997840430593,10,20,-1,-1,2456.501583770823,2755.901151856942,299.39956808611896,575.0,625.0,50.0,90.0,110.0,20.0,65.0,65.0,0.0,15.0,12.0,-3.0
27182858,T4,13,6,7,30,40,True,246.26935261538463,274.4539347692308,28.18458215384615,366.3995679999998,1496.997840430593,10,20,-1,-1,2456.501583770823,2755.901151856942,299.39956808611896,575.0,625.0,50.0,90.0,110.0,20.0,65.0,65.0,0.0,15.0,12.0,-3.0
27182858,T6,13,6,7,30,40,True,246.26935261538463,274.4539347692308,28.18458215384615,366.3995679999998,1496.997840430593,10,20,-1,-1,2456.501583770823,2755.901151856942,299.39956808611896,575.0,625.0,50.0,90.0,110.0,20.0,65.0,65.0,0.0,15.0,12.0,-3.0
27182859,T2,14,8,7,30,50,True,271.14434314285717,243.19411371428572,-27.950229428571447,-391.30321200000026,-2366.5160606152986,14,6,2,2,3019.0208041475353,2545.717592024477,-473.3032121230581,590.0,660.0,70.0,114.0,120.0,6.0,70.0,70.0,0.0,3.0,9.0,6.0
27182859,T4,14,8,7,30,50,True,271.14434314285717,243.19411371428572,-27.950229428571447,-391.30321200000026,-2366.5160606152986,14,6,2,2,3019.0208041475353,2545.717592024477,-473.3032121230581,590.0,660.0,70.0,114.0,120.0,6.0,70.0,70.0,0.0,3.0,9.0,6.0
27182859,T6,14,8,7,30,50,True,271.14434314285717,243.19411371428572,-27.950229428571447,-391.30321200000026,-2366.5160606152986,14,6,2,2,3019.0208041475353,2545.717592024477,-473.3032121230581,590.0,660.0,70.0,114.0,120.0,6.0,70.0,70.0,0.0,3.0,9.0,6.0
27182860,T2,15,8,7,20,35,True,228.17559626666667,244.2889291333333,16.11333286666664,241.69999299999972,708.4999683099068,17,15,0,0,2685.633943678781,2827.3339373407603,141.69999366197908,545.0,630.0,85.0,96.0,111.0,15.0,75.0,75.0,0.0,21.0,21.0,0.0
27182860,T4,15,8,7,20,35,True,228.17559626666667,244.2889291333333,16.11333286666664,241.69999299999972,708.4999683099068,17,15,0,0,2685.633943678781,2827.3339373407603,141.69999366197908,545.0,630.0,85.0,96.0,111.0,15.0,75.0,75.0,0.0,21.0,21.0,0.0
27182860,T6,15,8,7,20,35,True,228.17559626666667,244.2889291333333,16.11333286666664,241.69999299999972,708.4999683099068,17,15,0,0,2685.633943678781,2827.3339373407603,141.69999366197908,545.0,630.0,85.0,96.0,111.0,15.0,75.0,75.0,0.0,21.0,21.0,0.0
27182861,T2,16,11,7,25,30,True,213.8582843125,205.4286425,-8.429641812499995,-134.8742689999999,-1189.3713443926608,13,8,10,10,2763.732549106991,2525.8582802284577,-237.87426887853326,490.0,555.0,65.0,88.0,96.0,8.0,80.0,80.0,0.0,0.0,30.0,30.0
27182861,T4,16,11,7,25,30,True,213.8582843125,205.4286425,-8.429641812499995,-134.8742689999999,-1189.3713443926608,13,8,10,10,2763.732549106991,2525.8582802284577,-237.87426887853326,490.0,555.0,65.0,88.0,96.0,8.0,80.0,80.0,0.0,0.0,30.0,30.0
27182861,T6,16,11,7,25,30,True,213.8582843125,205.4286425,-8.429641812499995,-134.8742689999999,-1189.3713443926608,13,8,10,10,2763.732549106991,2525.8582802284577,-237.87426887853326,490.0,555.0,65.0,88.0,96.0,8.0,80.0,80.0,0.0,0.0,30.0,30.0
27182862,T2,10,3,7,55,35,True,314.4215433,314.13108109999996,-0.29046220000003586,-2.9046220000000176,-559.5231130624688,20,18,-3,-3,2350.215433234111,2238.3108106216177,-111.90462261249331,620.0,720.0,100.0,115.0,133.0,18.0,50.0,50.0,0.0,9.0,0.0,-9.0
27182862,T4,10,3,6,55,55,True,314.4215433,314.4215433,0.0,0.0,0.0,0,0,0,0,2350.215433234111,2350.215433234111,0.0,620.0,620.0,0.0,115.0,115.0,0.0,50.0,50.0,0.0,9.0,9.0,0.0
27182862,T6,10,3,6,55,55,True,314.4215433,314.4215433,0.0,0.0,0.0,0,0,0,0,2350.215433234111,2350.215433234111,0.0,620.0,620.0,0.0,115.0,115.0,0.0,50.0,50.0,0.0,9.0,9.0,0.0
27182863,T2,11,4,7,35,20,True,323.0810280909091,312.8996437272727,-10.181384363636425,-111.99522800000022,-754.97613933504,7,7,-1,-1,2751.8913091243194,2600.8960812573105,-150.9952278670089,625.0,660.0,35.0,116.0,123.0,7.0,55.0,55.0,0.0,6.0,3.0,-3.0
27182863,T4,11,4,7,35,20,True,323.0810280909091,312.8996437272727,-10.181384363636425,-111.99522800000022,-754.97613933504,7,7,-1,-1,2751.8913091243194,2600.8960812573105,-150.9952278670089,625.0,660.0,35.0,116.0,123.0,7.0,55.0,55.0,0.0,6.0,3.0,-3.0
27182863,T6,11,4,6,35,35,True,323.0810280909091,323.0810280909091,0.0,0.0,0.0,0,0,0,0,2751.8913091243194,2751.8913091243194,0.0,625.0,625.0,0.0,116.0,116.0,0.0,55.0,55.0,0.0,6.0,6.0,0.0
