dimension,value,strategy,pairs,qualified_pairs,win_rate,tie_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,mean_delta_movement_m,mean_delta_measurements,mean_delta_switches,mean_delta_clear_failures,E11_runs,E11_sources,E11_all_cleared,E11_qualified,E11_failed_runs,E11_performance_population,E11_performance_runs,E11_weighted_time_per_source_s,E11_mean_time_per_source_s,E11_median,E11_P90,E11_P95,E11_P99,E11_max,E11_CVaR95,E11_tail_count,E11_mean_movement_m,E11_mean_measurements,E11_mean_switches,E11_mean_clear_failures,E12_runs,E12_sources,E12_all_cleared,E12_qualified,E12_failed_runs,E12_performance_population,E12_performance_runs,E12_weighted_time_per_source_s,E12_mean_time_per_source_s,E12_median,E12_P90,E12_P95,E12_P99,E12_max,E12_CVaR95,E12_tail_count,E12_mean_movement_m,E12_mean_measurements,E12_mean_switches,E12_mean_clear_failures
k0,10,T2,10,10,0.5,0.0,0.1813407812500003,21.19182205096152,27.919336615384594,27182823,22.37710163346619,3.1,2.4,0.3,10,140,True,True,0,qualified_runs_only,10,224.4219631,225.28198482356225,227.18190876602563,243.778499375,245.07303856250002,246.1086699125,246.36757775,246.36757775,1,11999.537416816385,112.9,103,1.5,10,140,True,True,0,qualified_runs_only,10,226.08449312142858,227.1984066037912,226.08850336160714,243.16119717307694,248.18435820192306,252.202887025,253.2075192307692,253.2075192307692,1,12021.914518449852,116,105.4,1.8
k0,11,T2,3,3,1.0,0.0,-11.740414749999985,-8.760719106249994,-8.429641812499995,27182861,-1339.8029664812948,9,6,3.3333333333333335,3,48,True,True,0,qualified_runs_only,3,230.43575341666667,230.43575341666667,235.5947500625,240.6023307125,241.22827829375,241.72903635875,241.854225875,241.854225875,1,14889.860273898392,106.33333333333333,95.33333333333333,0.6666666666666666,3,48,True,True,0,qualified_runs_only,3,217.50071635416666,217.50071635416666,216.9596954375,227.4829879875,228.79839955625002,229.85072881125,230.113811125,230.113811125,1,13550.057307417097,115.33333333333333,101.33333333333333,4
k0,12,T2,4,4,0.25,0.0,1.3301743750000128,6.798754603125008,7.732688625000009,27182840,-375.68614666997246,13,11.5,1,4,64,True,True,0,qualified_runs_only,4,185.98632420312498,185.98632420312498,185.25929534375,194.17493489999998,195.99764698124997,197.45581664624999,197.8203590625,197.8203590625,1,11693.90593660226,94.25,81.25,1.5,4,64,True,True,0,qualified_runs_only,4,186.258997375,186.258997375,186.58946971875002,188.1152321625,188.31662326875,188.47773615375002,188.518014375,188.518014375,1,11318.219789932287,107.25,92.75,2.5
k0,1,T4,1,1,0.0,1.0,0.0,0.0,0.0,27182891,0.0,0,0,0,1,11,True,True,0,qualified_runs_only,1,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,1,15318.550053464784,115,110,0,1,11,True,True,0,qualified_runs_only,1,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,1,15318.550053464784,115,110,0
k0,2,T4,3,3,0.0,1.0,0.0,0.0,0.0,27182809,0.0,0,0,0,3,33,True,True,0,qualified_runs_only,3,316.27916436363637,318.4445151230769,294.73800489999996,351.72350794,358.84669582,364.54524612399996,365.96988369999997,365.96988369999997,1,13457.02070628635,123,112.66666666666667,1.6666666666666667,3,33,True,True,0,qualified_runs_only,3,316.27916436363637,318.4445151230769,294.73800489999996,351.72350794,358.84669582,364.54524612399996,365.96988369999997,365.96988369999997,1,13457.02070628635,123,112.66666666666667,1.6666666666666667
k0,3,T4,11,11,0.0,1.0,0.0,0.0,0.0,27182850,0.0,0,0,0,11,128,True,True,0,qualified_runs_only,11,300.1101364921875,303.330162915427,312.720376,339.97303320000003,345.52912360000005,349.97399592,351.085214,351.085214,1,13456.862487077524,124.72727272727273,114.63636363636364,1.4545454545454546,11,128,True,True,0,qualified_runs_only,11,300.1101364921875,303.330162915427,312.720376,339.97303320000003,345.52912360000005,349.97399592,351.085214,351.085214,1,13456.862487077524,124.72727272727273,114.63636363636364,1.4545454545454546
k0,4,T4,22,22,0.7272727272727273,0.0,-9.926360000000045,24.170685625000008,32.91579892307692,27182914,-706.7152726861925,10.045454545454545,7.818181818181818,0.13636363636363635,22,273,True,True,0,qualified_runs_only,22,291.3033005604396,295.8372401875089,305.6124771363636,327.9606174163637,336.9914577809091,350.699389994,354.2189918,345.83898750000003,2,14148.818421638742,121.68181818181819,111.18181818181819,1.1363636363636365,22,273,True,True,0,qualified_runs_only,22,284.6236404908425,288.6711429407333,294.91520176923075,334.00981291818186,339.30890793,340.936051539,341.3186535,340.40769645,2,13442.10314895255,131.72727272727272,119,1.2727272727272727
k0,5,T4,42,42,0.4523809523809524,0.0,3.00039756547622,36.68863028181816,46.56581058333336,27182920,-223.02347156491604,13.214285714285714,12.5,-0.21428571428571427,42,518,True,True,0,qualified_runs_only,42,282.3280906756757,285.8222107564273,285.34461650000003,323.32049935,337.12560302,352.6845373975,358.460638,346.68557005,3,13594.041782326232,117.80952380952381,107.45238095238095,1.6904761904761905,42,518,True,True,0,qualified_runs_only,42,285.03002666409265,288.4915769398523,291.6329785944056,333.5008044933333,339.5651522445454,348.007492777909,352.86266627272727,344.5126402030303,3,13371.018310761316,131.02380952380952,119.95238095238095,1.4761904761904763
k0,6,T4,29,29,0.4827586206896552,0.0,1.010180062499984,27.16779852564101,29.171920399999976,27182937,-384.72026140469603,10.827586206896552,9.379310344827585,-0.3448275862068966,29,379,True,True,0,qualified_runs_only,29,265.87045550659633,269.3855176934949,267.37454206666666,314.1273012121212,321.5954814727273,322.97684569818176,323.16934299999997,322.8255978181818,2,13571.017695852112,116.75862068965517,105.82758620689656,1.8275862068965518,29,379,True,True,0,qualified_runs_only,29,264.76391852506595,268.2829166817181,266.4482116153846,301.47439692,317.84808384999997,326.78862719666665,328.48456649999997,325.4561034583333,2,13186.297434447415,127.58620689655173,115.20689655172414,1.4827586206896552
k0,7,T4,31,31,0.4838709677419355,0.0,1.7446286249999616,29.95873444642858,36.66574692307694,27182949,-317.72752643948814,10.129032258064516,9.129032258064516,0.06451612903225806,31,410,True,True,0,qualified_runs_only,31,257.62824998536587,261.35564454628206,261.33006890909087,295.2311232,323.12676135,325.46489583,326.2848348,324.91826985,2,13270.255240827588,115.90322580645162,104.16129032258064,1.1612903225806452,31,410,True,True,0,qualified_runs_only,31,257.35773616341464,260.81127520709435,255.2230964285714,299.97562527272726,310.93079975,326.5946947,328.7334325,325.1688695,2,12952.5277143881,126.03225806451613,113.29032258064517,1.2258064516129032
k0,8,T4,26,26,0.6153846153846154,0.0,-3.428058112499997,19.216281658974374,34.52107527272727,27182919,-592.4788755604889,12.26923076923077,11.038461538461538,-0.3076923076923077,26,345,True,True,0,qualified_runs_only,26,250.205348742029,251.86620115014983,250.88443302727273,270.57905093506497,285.4601643107143,292.01011005,292.6027785,291.41744159999996,2,12900.739484126327,113.03846153846153,102.46153846153847,1.9615384615384615,26,345,True,True,0,qualified_runs_only,26,246.66073960869568,248.7766124035647,243.7415214238095,280.70344251153847,288.9148053807693,300.79963105,304.534834,297.0644281,2,12308.260608565837,125.3076923076923,113.5,1.6538461538461537
k0,9,T4,18,18,0.4444444444444444,0.0,3.48220208333332,18.429611428333324,19.38678280000002,27182846,-486.5220921491227,11.666666666666666,9.166666666666666,0.2222222222222222,18,249,True,True,0,qualified_runs_only,18,235.69665795180723,236.97185429618298,234.84211970833334,259.23738702,266.6106797073077,272.5066732337692,273.9806716153846,273.9806716153846,1,12637.629952429865,111.77777777777777,101.38888888888889,1.1666666666666667,18,249,True,True,0,qualified_runs_only,18,233.5903144497992,235.5963596039412,238.98707325,260.24930638181814,263.66289891181816,274.17285034236363,276.8003382,276.8003382,1,12151.107860280743,123.44444444444444,110.55555555555556,1.3888888888888888
k0,10,T4,10,10,0.5,0.0,0.1813407812500003,21.19182205096152,27.919336615384594,27182823,22.37710163346619,3.1,2.4,0.3,10,140,True,True,0,qualified_runs_only,10,224.4219631,225.28198482356225,227.18190876602563,243.778499375,245.07303856250002,246.1086699125,246.36757775,246.36757775,1,11999.537416816385,112.9,103,1.5,10,140,True,True,0,qualified_runs_only,10,226.08449312142858,227.1984066037912,226.08850336160714,243.16119717307694,248.18435820192306,252.202887025,253.2075192307692,253.2075192307692,1,12021.914518449852,116,105.4,1.8
k0,11,T4,3,3,1.0,0.0,-11.740414749999985,-8.760719106249994,-8.429641812499995,27182861,-1339.8029664812948,9,6,3.3333333333333335,3,48,True,True,0,qualified_runs_only,3,230.43575341666667,230.43575341666667,235.5947500625,240.6023307125,241.22827829375,241.72903635875,241.854225875,241.854225875,1,14889.860273898392,106.33333333333333,95.33333333333333,0.6666666666666666,3,48,True,True,0,qualified_runs_only,3,217.50071635416666,217.50071635416666,216.9596954375,227.4829879875,228.79839955625002,229.85072881125,230.113811125,230.113811125,1,13550.057307417097,115.33333333333333,101.33333333333333,4
k0,12,T4,4,4,0.25,0.0,1.3301743750000128,6.798754603125008,7.732688625000009,27182840,-375.68614666997246,13,11.5,1,4,64,True,True,0,qualified_runs_only,4,185.98632420312498,185.98632420312498,185.25929534375,194.17493489999998,195.99764698124997,197.45581664624999,197.8203590625,197.8203590625,1,11693.90593660226,94.25,81.25,1.5,4,64,True,True,0,qualified_runs_only,4,186.258997375,186.258997375,186.58946971875002,188.1152321625,188.31662326875,188.47773615375002,188.518014375,188.518014375,1,11318.219789932287,107.25,92.75,2.5
k0,1,T6,1,1,0.0,1.0,0.0,0.0,0.0,27182891,0.0,0,0,0,1,11,True,True,0,qualified_runs_only,1,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,1,15318.550053464784,115,110,0,1,11,True,True,0,qualified_runs_only,1,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,1,15318.550053464784,115,110,0
k0,2,T6,3,3,0.0,1.0,0.0,0.0,0.0,27182809,0.0,0,0,0,3,33,True,True,0,qualified_runs_only,3,316.27916436363637,318.4445151230769,294.73800489999996,351.72350794,358.84669582,364.54524612399996,365.96988369999997,365.96988369999997,1,13457.02070628635,123,112.66666666666667,1.6666666666666667,3,33,True,True,0,qualified_runs_only,3,316.27916436363637,318.4445151230769,294.73800489999996,351.72350794,358.84669582,364.54524612399996,365.96988369999997,365.96988369999997,1,13457.02070628635,123,112.66666666666667,1.6666666666666667
k0,3,T6,11,11,0.0,1.0,0.0,0.0,0.0,27182850,0.0,0,0,0,11,128,True,True,0,qualified_runs_only,11,300.1101364921875,303.330162915427,312.720376,339.97303320000003,345.52912360000005,349.97399592,351.085214,351.085214,1,13456.862487077524,124.72727272727273,114.63636363636364,1.4545454545454546,11,128,True,True,0,qualified_runs_only,11,300.1101364921875,303.330162915427,312.720376,339.97303320000003,345.52912360000005,349.97399592,351.085214,351.085214,1,13456.862487077524,124.72727272727273,114.63636363636364,1.4545454545454546
k0,4,T6,22,22,0.0,1.0,0.0,0.0,0.0,27182806,0.0,0,0,0,22,273,True,True,0,qualified_runs_only,22,291.3033005604396,295.8372401875089,305.6124771363636,327.9606174163637,336.9914577809091,350.699389994,354.2189918,345.83898750000003,2,14148.818421638742,121.68181818181819,111.18181818181819,1.1363636363636365,22,273,True,True,0,qualified_runs_only,22,291.3033005604396,295.8372401875089,305.6124771363636,327.9606174163637,336.9914577809091,350.699389994,354.2189918,345.83898750000003,2,14148.818421638742,121.68181818181819,111.18181818181819,1.1363636363636365
k0,5,T6,42,42,0.0,1.0,0.0,0.0,0.0,27182800,0.0,0,0,0,42,518,True,True,0,qualified_runs_only,42,282.3280906756757,285.8222107564273,285.34461650000003,323.32049935,337.12560302,352.6845373975,358.460638,346.68557005,3,13594.041782326232,117.80952380952381,107.45238095238095,1.6904761904761905,42,518,True,True,0,qualified_runs_only,42,282.3280906756757,285.8222107564273,285.34461650000003,323.32049935,337.12560302,352.6845373975,358.460638,346.68557005,3,13594.041782326232,117.80952380952381,107.45238095238095,1.6904761904761905
k0,6,T6,29,29,0.4827586206896552,0.0,1.010180062499984,27.16779852564101,29.171920399999976,27182937,-384.72026140469603,10.827586206896552,9.379310344827585,-0.3448275862068966,29,379,True,True,0,qualified_runs_only,29,265.87045550659633,269.3855176934949,267.37454206666666,314.1273012121212,321.5954814727273,322.97684569818176,323.16934299999997,322.8255978181818,2,13571.017695852112,116.75862068965517,105.82758620689656,1.8275862068965518,29,379,True,True,0,qualified_runs_only,29,264.76391852506595,268.2829166817181,266.4482116153846,301.47439692,317.84808384999997,326.78862719666665,328.48456649999997,325.4561034583333,2,13186.297434447415,127.58620689655173,115.20689655172414,1.4827586206896552
k0,7,T6,31,31,0.4838709677419355,0.0,1.7446286249999616,29.95873444642858,36.66574692307694,27182949,-317.72752643948814,10.129032258064516,9.129032258064516,0.06451612903225806,31,410,True,True,0,qualified_runs_only,31,257.62824998536587,261.35564454628206,261.33006890909087,295.2311232,323.12676135,325.46489583,326.2848348,324.91826985,2,13270.255240827588,115.90322580645162,104.16129032258064,1.1612903225806452,31,410,True,True,0,qualified_runs_only,31,257.35773616341464,260.81127520709435,255.2230964285714,299.97562527272726,310.93079975,326.5946947,328.7334325,325.1688695,2,12952.5277143881,126.03225806451613,113.29032258064517,1.2258064516129032
k0,8,T6,26,26,0.6153846153846154,0.0,-3.428058112499997,19.216281658974374,34.52107527272727,27182919,-592.4788755604889,12.26923076923077,11.038461538461538,-0.3076923076923077,26,345,True,True,0,qualified_runs_only,26,250.205348742029,251.86620115014983,250.88443302727273,270.57905093506497,285.4601643107143,292.01011005,292.6027785,291.41744159999996,2,12900.739484126327,113.03846153846153,102.46153846153847,1.9615384615384615,26,345,True,True,0,qualified_runs_only,26,246.66073960869568,248.7766124035647,243.7415214238095,280.70344251153847,288.9148053807693,300.79963105,304.534834,297.0644281,2,12308.260608565837,125.3076923076923,113.5,1.6538461538461537
k0,9,T6,18,18,0.4444444444444444,0.0,3.48220208333332,18.429611428333324,19.38678280000002,27182846,-486.5220921491227,11.666666666666666,9.166666666666666,0.2222222222222222,18,249,True,True,0,qualified_runs_only,18,235.69665795180723,236.97185429618298,234.84211970833334,259.23738702,266.6106797073077,272.5066732337692,273.9806716153846,273.9806716153846,1,12637.629952429865,111.77777777777777,101.38888888888889,1.1666666666666667,18,249,True,True,0,qualified_runs_only,18,233.5903144497992,235.5963596039412,238.98707325,260.24930638181814,263.66289891181816,274.17285034236363,276.8003382,276.8003382,1,12151.107860280743,123.44444444444444,110.55555555555556,1.3888888888888888
k0,10,T6,10,10,0.5,0.0,0.1813407812500003,21.19182205096152,27.919336615384594,27182823,22.37710163346619,3.1,2.4,0.3,10,140,True,True,0,qualified_runs_only,10,224.4219631,225.28198482356225,227.18190876602563,243.778499375,245.07303856250002,246.1086699125,246.36757775,246.36757775,1,11999.537416816385,112.9,103,1.5,10,140,True,True,0,qualified_runs_only,10,226.08449312142858,227.1984066037912,226.08850336160714,243.16119717307694,248.18435820192306,252.202887025,253.2075192307692,253.2075192307692,1,12021.914518449852,116,105.4,1.8
k0,11,T6,3,3,1.0,0.0,-11.740414749999985,-8.760719106249994,-8.429641812499995,27182861,-1339.8029664812948,9,6,3.3333333333333335,3,48,True,True,0,qualified_runs_only,3,230.43575341666667,230.43575341666667,235.5947500625,240.6023307125,241.22827829375,241.72903635875,241.854225875,241.854225875,1,14889.860273898392,106.33333333333333,95.33333333333333,0.6666666666666666,3,48,True,True,0,qualified_runs_only,3,217.50071635416666,217.50071635416666,216.9596954375,227.4829879875,228.79839955625002,229.85072881125,230.113811125,230.113811125,1,13550.057307417097,115.33333333333333,101.33333333333333,4
k0,12,T6,4,4,0.25,0.0,1.3301743750000128,6.798754603125008,7.732688625000009,27182840,-375.68614666997246,13,11.5,1,4,64,True,True,0,qualified_runs_only,4,185.98632420312498,185.98632420312498,185.25929534375,194.17493489999998,195.99764698124997,197.45581664624999,197.8203590625,197.8203590625,1,11693.90593660226,94.25,81.25,1.5,4,64,True,True,0,qualified_runs_only,4,186.258997375,186.258997375,186.58946971875002,188.1152321625,188.31662326875,188.47773615375002,188.518014375,188.518014375,1,11318.219789932287,107.25,92.75,2.5
chosen_template,6,T2,1,1,0.0,1.0,0.0,0.0,0.0,27182891,0.0,0,0,0,1,11,True,True,0,qualified_runs_only,1,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,1,15318.550053464784,115,110,0,1,11,True,True,0,qualified_runs_only,1,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,345.7918191818182,1,15318.550053464784,115,110,0
chosen_template,7,T2,199,199,0.5226130653266332,0.0,-1.097511299999951,27.94586116923075,46.56581058333336,27182920,-396.1063202572942,11.120603015075377,9.733668341708542,-0.035175879396984924,199,2587,True,True,0,qualified_runs_only,199,263.0104274998067,267.44326371815816,263.59154607692307,322.52584566909087,328.8242130163636,354.3038247240001,365.96988369999997,346.23680194863636,10,13316.05467197549,116.1859296482412,105.4572864321608,1.5125628140703518,199,2587,True,True,0,qualified_runs_only,199,261.9342653270197,266.4281280029921,261.42861335714286,321.52752396666665,330.17688322,341.026737176,352.86266627272727,339.7521473009091,10,12919.948351718196,127.30653266331659,115.19095477386935,1.4773869346733668
chosen_template,6,T4,15,15,0.0,1.0,0.0,0.0,0.0,27182809,0.0,0,0,0,15,172,True,True,0,qualified_runs_only,15,306.1338366627907,309.18381044138306,312.720376,348.9678560727273,355.55061491,363.88602994199994,365.96988369999997,365.96988369999997,1,13581.006635345106,123.73333333333333,113.93333333333334,1.4,15,172,True,True,0,qualified_runs_only,15,306.1338366627907,309.18381044138306,312.720376,348.9678560727273,355.55061491,363.88602994199994,365.96988369999997,365.96988369999997,1,13581.006635345106,123.73333333333333,113.93333333333334,1.4
chosen_template,7,T4,185,185,0.5243243243243243,0.0,-1.1638695999999982,27.59331271048946,46.56581058333336,27182920,-407.4669924228598,11.043243243243243,9.686486486486487,-0.005405405405405406,185,2426,True,True,0,qualified_runs_only,185,260.32838666405604,264.4824007701327,260.7460079090909,319.86707591636366,325.2559318405594,345.948012398,358.460638,337.35078522143357,10,13305.396379710328,115.56756756756756,104.7945945945946,1.5135135135135136,185,2426,True,True,0,qualified_runs_only,185,259.06198983140973,263.30385995310115,258.1122285384615,310.7421183454545,328.19645646666663,341.068439508,352.86266627272727,337.9397674709091,10,12897.929387287468,126.6108108108108,114.48108108108109,1.508108108108108
chosen_template,6,T6,79,79,0.0,1.0,0.0,0.0,0.0,27182800,0.0,0,0,0,79,963,True,True,0,qualified_runs_only,79,289.12437375804774,293.04695306982137,291.34333192857144,337.63505588727276,346.32115866363637,360.112672054,365.96988369999997,357.433681875,4,13746.0615147333,120.0126582278481,109.72151898734177,1.481012658227848,79,963,True,True,0,qualified_runs_only,79,289.12437375804774,293.04695306982137,291.34333192857144,337.63505588727276,346.32115866363637,360.112672054,365.96988369999997,357.433681875,4,13746.0615147333,120.0126582278481,109.72151898734177,1.481012658227848
chosen_template,7,T6,121,121,0.512396694214876,0.0,-0.0947179090909458,25.95732775000002,36.66574692307694,27182949,-417.079932176912,10.47107438016529,9.049586776859504,0.04132231404958678,121,1635,True,True,0,qualified_runs_only,121,248.18649175779817,251.37431410396204,249.09020575,291.78257981818183,312.59264533333334,323.47523252,326.2848348,321.5783033138528,7,13051.855951344269,113.67768595041322,102.7107438016529,1.5206611570247934,121,1635,True,True,0,qualified_runs_only,121,246.56671539143733,249.94878276986603,246.9328682,294.2944127,300.257293,327.2731812833333,328.7334325,316.71726027380953,7,12634.776019167357,124.14876033057851,111.7603305785124,1.56198347107438
rotation,0,T2,11,11,0.36363636363636365,0.0,4.548027187499997,24.57480488461539,32.91579892307692,27182914,-221.34744485363578,8.727272727272727,9.181818181818182,-0.18181818181818182,11,149,True,True,0,qualified_runs_only,11,255.87163959060405,257.18849268451737,262.44793623076924,287.009519,289.1764254642857,290.9099506357143,291.34333192857144,291.34333192857144,1,13556.306500338,115.45454545454545,104.72727272727273,1.6363636363636365,11,149,True,True,0,qualified_runs_only,11,256.462482704698,258.07378894766634,254.1049104,292.57365483333336,293.9686949935898,295.0847271217949,295.36373515384616,295.36373515384616,1,13334.959055484363,124.18181818181819,113.9090909090909,1.4545454545454546
rotation,5,T2,18,18,0.5555555555555556,0.0,-2.0926265166666838,30.633459529166615,46.56581058333336,27182920,-394.26363643261124,13.833333333333334,11.11111111111111,-0.5555555555555556,18,222,True,True,0,qualified_runs_only,18,281.2295077657658,284.663421139131,279.17392125,337.7230922309091,339.24433280340907,343.34693676068184,344.37258775000004,344.37258775000004,1,13569.152978680555,116.05555555555556,107.05555555555556,1.8888888888888888,18,222,True,True,0,qualified_runs_only,18,281.20991726576574,284.99952324120164,286.7364297159091,330.37887037,334.44650809,335.48138961800004,335.74011,335.74011,1,13174.889342247945,129.88888888888889,118.16666666666667,1.3333333333333333
rotation,10,T2,18,18,0.4444444444444444,0.0,5.788069808333347,24.57704261250001,25.64262308333332,27182969,-279.76314986944544,11,9.444444444444445,-0.16666666666666666,18,243,True,True,0,qualified_runs_only,18,260.94765932098767,263.5341332015614,266.2111073391608,291.57654409675325,301.62537550851647,303.1229602709341,303.49735646153846,303.49735646153846,1,13768.411449703384,117.94444444444444,107.05555555555556,1.6111111111111112,18,243,True,True,0,qualified_runs_only,18,261.5396455925926,264.8450562684452,273.8165829,297.2096019151515,301.62609383181814,309.1082179663636,310.978749,310.978749,1,13488.648299833938,128.94444444444446,116.5,1.4444444444444444
rotation,15,T2,20,20,0.75,0.0,-9.737058500000003,34.12393247662338,37.23596781818185,27182877,-677.5558830617741,10.85,10.1,0,20,265,True,True,0,qualified_runs_only,20,263.51577999622646,268.77984124669956,266.5778068104396,322.1803556818182,324.9872710472727,334.77624172945457,337.2234844,337.2234844,1,13723.170424540827,114.75,102.75,1.4,20,265,True,True,0,qualified_runs_only,20,258.1451251584906,263.38976535448944,260.0015053076923,310.85064210727273,316.91390962363636,345.672914942909,352.86266627272727,352.86266627272727,1,13045.614541479054,125.6,112.85,1.4
rotation,20,T2,21,21,0.6190476190476191,0.0,-4.484249312499998,21.634492312499987,27.919336615384594,27182823,-600.6972349273582,7.9523809523809526,7,0.047619047619047616,21,279,True,True,0,qualified_runs_only,21,260.33403544802866,264.515759931928,258.05940864285714,297.9287475,299.64768363636364,318.39435920000005,323.0810280909091,311.3643558636364,2,13469.570449800909,117.66666666666667,106.47619047619048,1.1904761904761905,21,279,True,True,0,qualified_runs_only,21,254.82174731899642,258.7182898915733,255.01541033333334,299.00785,300.896017,310.49891838181816,312.8996437272727,306.89783036363633,2,12868.87321487355,125.61904761904762,113.47619047619048,1.2380952380952381
rotation,25,T2,11,11,0.36363636363636365,0.0,5.315223500000002,24.250732874999997,25.95732775000002,27182955,-157.7869314928071,13.727272727272727,12.454545454545455,-0.9090909090909091,11,145,True,True,0,qualified_runs_only,11,258.9951120551724,262.04272650156435,255.73694821428572,301.1978931818182,312.1836180909091,320.9721980181818,323.16934299999997,323.16934299999997,1,13304.223294885473,115.45454545454545,104.27272727272727,1.9090909090909092,11,145,True,True,0,qualified_runs_only,11,262.5459310344828,265.75928668408596,257.7516925,323.74203118181816,326.11329884090907,328.0103129681818,328.48456649999997,328.48456649999997,1,13146.436363392666,129.1818181818182,116.72727272727273,1
rotation,30,T2,17,17,0.6470588235294118,0.0,-8.429641812499995,27.807276215384608,36.66574692307694,27182949,-624.413572253647,14.588235294117647,12.470588235294118,0.7058823529411765,17,222,True,True,0,qualified_runs_only,17,256.55794017117114,261.4877391291331,263.59154607692307,310.9539067090909,321.81774460363636,336.3419754807273,339.97303320000003,339.97303320000003,1,13060.547858444768,112.94117647058823,102.58823529411765,1.8823529411764706,17,222,True,True,0,qualified_runs_only,17,253.6975521261261,258.32124298061524,247.14119346666666,303.65767827272725,312.9521739854545,326.3727109570909,329.7278452,329.7278452,1,12436.134286191122,127.52941176470588,115.05882352941177,2.588235294117647
rotation,35,T2,23,23,0.6521739130434783,0.0,-2.7068550769230626,17.96929116166664,18.260698833333322,27182801,-682.395751921658,8.652173913043478,6,-0.08695652173913043,23,303,True,True,0,qualified_runs_only,23,257.49359020792076,263.81728165650185,251.95115326666667,323.31947116,325.2830783115384,357.06301125215384,365.96988369999997,345.72699177307686,2,13187.512572686659,115.78260869565217,105.47826086956522,1.4782608695652173,23,303,True,True,0,qualified_runs_only,23,250.8532586732673,256.71445690761664,246.9328682,315.10984374000003,320.97932929,324.899675928,325.8291391,323.7167228,2,12505.116820765,124.43478260869566,111.47826086956522,1.391304347826087
rotation,40,T2,24,24,0.375,0.0,2.6369718571428677,26.864912250769212,43.863482250000004,27182885,123.98786947548085,6.625,7.083333333333333,0.20833333333333334,24,306,True,True,0,qualified_runs_only,24,259.47061430065355,263.6149113563043,255.81512838461538,311.7209212545455,333.01586698909085,347.446761844,351.085214,343.1755354,2,12733.95999421293,117.79166666666667,105.25,1.1666666666666667,24,306,True,True,0,qualified_runs_only,24,264.61813642483656,268.63155219758005,267.95234486904764,318.0719211433333,334.80862612499993,337.704200261,337.8680268,337.51188215,2,12857.94786368841,124.41666666666667,112.33333333333333,1.375
rotation,45,T2,22,22,0.5,0.045454545454545456,-4.370482699999997,34.10948236363636,43.448054900000045,27182848,-513.9803564838686,14.545454545454545,12.727272727272727,0.2727272727272727,22,265,True,True,0,qualified_runs_only,22,276.36828489056603,281.8466269530549,275.99889916363634,344.0234847454546,353.79763316909094,357.569892298,358.460638,356.3398149,2,12900.817158347227,115.68181818181819,106.36363636363636,1.2727272727272727,22,265,True,True,0,qualified_runs_only,22,274.99653557358494,280.3412533856072,277.7888508,339.63870111272723,340.95246444681817,344.7899008906364,345.7918191818182,343.4062994409091,2,12386.836801863357,130.22727272727272,119.0909090909091,1.5454545454545454
rotation,50,T2,15,15,0.26666666666666666,0.0,10.557638800000007,21.06279321923077,21.8636511666667,27182948,-114.29638969999687,13.933333333333334,12,-0.26666666666666666,15,199,True,True,0,qualified_runs_only,15,264.38385354271355,267.8000945065426,265.31009290000003,313.5619277636364,317.8750438309091,324.8789294061818,326.6299008,326.6299008,1,13704.795618098597,117.53333333333333,107.73333333333333,1.6,15,199,True,True,0,qualified_runs_only,15,268.75626977386935,272.94567780470527,272.9963294166667,325.13512726666664,331.253679,339.30565859999996,341.3186535,341.3186535,1,13590.4992283986,131.46666666666667,119.73333333333333,1.3333333333333333
rotation,0,T4,12,12,0.3333333333333333,0.08333333333333333,2.7791036249999905,23.740705480769225,32.91579892307692,27182914,-202.90182444916613,8,8.416666666666666,-0.16666666666666666,12,159,True,True,0,qualified_runs_only,12,261.85991471069184,265.0132194608076,263.1528662692308,290.9099506357143,318.2271788607143,344.5136069721429,351.085214,351.085214,1,13553.219350398951,116.5,105.5,1.5833333333333333,12,159,True,True,0,qualified_runs_only,12,262.4135978805032,265.82474103536083,257.72471883636365,295.0847271217949,320.43840063461533,344.9558513269231,351.085214,351.085214,1,13350.317525949784,124.5,113.91666666666667,1.4166666666666667
rotation,5,T4,17,17,0.5294117647058824,0.058823529411764705,-1.7188732000000186,28.380932270512798,46.56581058333336,27182920,-486.25694560437165,14.764705882352942,12,-0.47058823529411764,17,211,True,True,0,qualified_runs_only,17,280.72354628909954,284.0621429530193,280.47820575,330.75449416000004,338.84170411,343.26641102200006,344.37258775000004,344.37258775000004,1,13670.19654899683,115.23529411764706,106.17647058823529,1.9411764705882353,17,211,True,True,0,qualified_runs_only,17,279.6890741848341,283.4228144042313,287.61709625,330.92734966,334.52260232,335.496608464,335.74011,335.74011,1,13183.939603392459,130,118.17647058823529,1.4705882352941178
